NM_SENADOR;CD_SENADOR;NM_UF;AN_ELEICAO;NM_SENADOR1;SG_PARTIDO;CS_SEXO;% SENADOR_ID;AN_REFERENCIA1;VL_IAU1;VL_IRL1;VL_IVOT1;VL_IASS1;senador_id_file_ceaps;QT_ANOS_IDADE;VL_REEMBOLSADO;ORIGEM;AN_REFERENCIA;VL_IAU;VL_IRL;VL_IVOT;VL_IASS;Calculation;Produtividade
EDUARDO SUPLICY;17;SP;2006;EDUARDO SUPLICY;PT;MASCULINO;172011;2011;0.2744360902;0.2957746479;0.1992866106;0.880952381;172011;77;82675;file_eleitos;2011;0.2744360902;0.2957746479;0.1992866106;0.880952381;1.6504497297;0.4126124324
EDUARDO SUPLICY;17;SP;2006;EDUARDO SUPLICY;PT;MASCULINO;172014;2014;0.3922261484;0.231884058;0.1992866106;0.918699187;172014;77;193615.45;file_eleitos;2014;0.3922261484;0.231884058;0.1992866106;0.918699187;1.742096004;0.435524001
EDUARDO SUPLICY;17;SP;2006;EDUARDO SUPLICY;PT;MASCULINO;172013;2013;0.53125;0.3504273504;0.1992866106;0.9243697479;172013;77;188533.3;file_eleitos;2013;0.53125;0.3504273504;0.1992866106;0.9243697479;2.0053337089;0.5013334272
EDUARDO SUPLICY;17;SP;2006;EDUARDO SUPLICY;PT;MASCULINO;172012;2012;0.4296577947;0.1677852349;0.1992866106;0.9444444444;172012;77;176254.13;file_eleitos;2012;0.4296577947;0.1677852349;0.1992866106;0.9444444444;1.7411740846;0.4352935212
EPITACIO CAFETEIRA;20;MA;2006;EPITACIO CAFETEIRA;PTB;MASCULINO;202012;2012;0.0190114068;0;0.1451723936;0.8253968254;202012;94;245891.95;file_eleitos;2012;0.0190114068;0;0.1451723936;0.8253968254;0.9895806259;0.2473951565
EPITACIO CAFETEIRA;20;MA;2006;EPITACIO CAFETEIRA;PTB;MASCULINO;202013;2013;0.0347222222;0;0.1451723936;0.7394957983;202013;94;138901.59;file_eleitos;2013;0.0347222222;0;0.1451723936;0.7394957983;0.9193904142;0.2298476035
EPITACIO CAFETEIRA;20;MA;2006;EPITACIO CAFETEIRA;PTB;MASCULINO;202014;2014;0.0176678445;0;0.1451723936;0.8292682927;202014;94;24432.01;file_eleitos;2014;0.0176678445;0;0.1451723936;0.8292682927;0.9921085309;0.2480271327
EPITACIO CAFETEIRA;20;MA;2006;EPITACIO CAFETEIRA;PTB;MASCULINO;202011;2011;0.0187969925;0;0.1451723936;0.9047619048;202011;94;209501.16;file_eleitos;2011;0.0187969925;0;0.1451723936;0.9047619048;1.0687312909;0.2671828227
JOSE SARNEY;47;AP;2006;JOSE SARNEY;PMDB;MASCULINO;472014;2014;0.0318021201;0.0144927536;0.1911518048;0.8306451613;472014;;0;file_eleitos;2014;0.0318021201;0.0144927536;0.1911518048;0.8306451613;1.0680918398;0.26702296
JOSE SARNEY;47;AP;2006;JOSE SARNEY;PMDB;MASCULINO;472011;2011;0.1654135338;0.0070422535;0.1911518048;0.9444444444;472011;88;42000;file_eleitos;2011;0.1654135338;0.0070422535;0.1911518048;0.9444444444;1.3080520366;0.3270130091
JOSE SARNEY;47;AP;2006;JOSE SARNEY;PMDB;MASCULINO;472013;2013;0.0798611111;0.0085470085;0.1911518048;0.7226890756;472013;88;3759.93;file_eleitos;2013;0.0798611111;0.0085470085;0.1911518048;0.7226890756;1.0022490001;0.25056225
JOSE SARNEY;47;AP;2006;JOSE SARNEY;PMDB;MASCULINO;472012;2012;0.0570342205;0.0067114094;0.1911518048;0.8253968254;472012;88;51102;file_eleitos;2012;0.0570342205;0.0067114094;0.1911518048;0.8253968254;1.0802942601;0.270073565
PEDRO SIMON;68;RS;2006;PEDRO SIMON;PMDB;MASCULINO;682011;2011;0.1353383459;0.161971831;0.1644950342;0.880952381;682011;88;27569.46;file_eleitos;2011;0.1353383459;0.161971831;0.1644950342;0.880952381;1.342757592;0.335689398
PEDRO SIMON;68;RS;2006;PEDRO SIMON;PMDB;MASCULINO;682012;2012;0.2015209125;0.1006711409;0.1644950342;0.8650793651;682012;88;44374.35;file_eleitos;2012;0.2015209125;0.1006711409;0.1644950342;0.8650793651;1.3317664527;0.3329416132
PEDRO SIMON;68;RS;2006;PEDRO SIMON;PMDB;MASCULINO;682014;2014;0.1802120141;0.0869565217;0.1644950342;0.8790322581;682014;88;124283.67;file_eleitos;2014;0.1802120141;0.0869565217;0.1644950342;0.8790322581;1.3106958281;0.327673957
PEDRO SIMON;68;RS;2006;PEDRO SIMON;PMDB;MASCULINO;682013;2013;0.28125;0.1025641026;0.1644950342;0.8907563025;682013;88;81312.76;file_eleitos;2013;0.28125;0.1025641026;0.1644950342;0.8907563025;1.4390654393;0.3597663598
MARISA SERRANO;527;MS;2006;MARISA SERRANO;PSDB;FEMININO;5272011;2011;0.0714285714;0.0070422535;0.2239406859;0.7592592593;5272011;71;92964.02;file_eleitos;2011;0.0714285714;0.0070422535;0.2239406859;0.7592592593;1.0616707701;0.2654176925
INACIO ARRUDA;613;CE;2006;INACIO ARRUDA;PC DO B;MASCULINO;6132011;2011;0.3082706767;0.2183098592;0.2120360824;0.9243697479;6132011;61;294303.59;file_eleitos;2011;0.3082706767;0.2183098592;0.2120360824;0.9243697479;1.6629863662;0.4157465915
INACIO ARRUDA;613;CE;2006;INACIO ARRUDA;PC DO B;MASCULINO;6132014;2014;0.2897526502;0.1014492754;0.2120360824;0.9016393443;6132014;61;348355.43;file_eleitos;2014;0.2897526502;0.1014492754;0.2120360824;0.9016393443;1.5048773522;0.3762193381
INACIO ARRUDA;613;CE;2006;INACIO ARRUDA;PC DO B;MASCULINO;6132013;2013;0.3923611111;0.1367521368;0.2120360824;0.9075630252;6132013;61;409769.3;file_eleitos;2013;0.3923611111;0.1367521368;0.2120360824;0.9075630252;1.6487123555;0.4121780889
INACIO ARRUDA;613;CE;2006;INACIO ARRUDA;PC DO B;MASCULINO;6132012;2012;0.247148289;0.1610738255;0.2120360824;0.8888888889;6132012;61;351549.52;file_eleitos;2012;0.247148289;0.1610738255;0.2120360824;0.8888888889;1.5091470858;0.3772867714
FRANCISCO DORNELLES;765;RJ;2006;FRANCISCO DORNELLES;PP;FEMININO;7652013;2013;0.2152777778;0.358974359;0.2017907697;0.8403361345;7652013;83;373481.24;file_eleitos;2013;0.2152777778;0.358974359;0.2017907697;0.8403361345;1.6163790409;0.4040947602
FRANCISCO DORNELLES;765;RJ;2006;FRANCISCO DORNELLES;PP;FEMININO;7652011;2011;0.1729323308;0.2605633803;0.2017907697;0.8095238095;7652011;83;291635.44;file_eleitos;2011;0.1729323308;0.2605633803;0.2017907697;0.8095238095;1.4448102903;0.3612025726
FRANCISCO DORNELLES;765;RJ;2006;FRANCISCO DORNELLES;PP;FEMININO;7652012;2012;0.1863117871;0.1879194631;0.2017907697;0.753968254;7652012;83;373371.23;file_eleitos;2012;0.1863117871;0.1879194631;0.2017907697;0.753968254;1.3299902738;0.3324975685
FRANCISCO DORNELLES;765;RJ;2006;FRANCISCO DORNELLES;PP;FEMININO;7652014;2014;0.0494699647;0.1449275362;0.2017907697;0.7983870968;7652014;83;364418.53;file_eleitos;2014;0.0494699647;0.1449275362;0.2017907697;0.7983870968;1.1945753674;0.2986438418
ALVARO DIAS;945;PR;2006;ALVARO DIAS;PSDB;MASCULINO;9452014;2014;0.2367491166;0.1304347826;0.2272330661;0.9435483871;9452014;73;75377.23;file_eleitos;2014;0.2367491166;0.1304347826;0.2272330661;0.9435483871;1.5379653524;0.3844913381
ALVARO DIAS;945;PR;2014;ALVARO DIAS;PSDB;MASCULINO;9452014;2014;0.2367491166;0.1304347826;0.3623255129;0.9435483871;9452014;73;75377.23;file_eleitos;2014;0.2367491166;0.1304347826;0.3623255129;0.9435483871;1.6730577992;0.4182644498
ALVARO DIAS;945;PR;2006;ALVARO DIAS;PSDB;MASCULINO;9452016;2016;0.2867647059;0.0727272727;0.2272330661;0.967032967;9452016;73;132970.95;file_eleitos;2016;0.2867647059;0.0727272727;0.2272330661;0.967032967;1.5537580117;0.3884395029
ALVARO DIAS;945;PR;2014;ALVARO DIAS;PSDB;MASCULINO;9452016;2016;0.2867647059;0.0727272727;0.3623255129;0.967032967;9452016;73;132970.95;file_eleitos;2016;0.2867647059;0.0727272727;0.3623255129;0.967032967;1.6888504585;0.4222126146
ALVARO DIAS;945;PR;2006;ALVARO DIAS;PSDB;MASCULINO;9452017;2017;0.2111111111;0;0.2272330661;0.9846153846;9452017;73;118725.64;file_eleitos;2017;0.2111111111;0;0.2272330661;0.9846153846;1.4229595618;0.3557398905
ALVARO DIAS;945;PR;2014;ALVARO DIAS;PSDB;MASCULINO;9452017;2017;0.2111111111;0;0.3623255129;0.9846153846;9452017;73;118725.64;file_eleitos;2017;0.2111111111;0;0.3623255129;0.9846153846;1.5580520086;0.3895130021
ALVARO DIAS;945;PR;2006;ALVARO DIAS;PSDB;MASCULINO;9452012;2012;0.5057034221;0.2147651007;0.2272330661;0.9682539683;9452012;73;99250.69;file_eleitos;2012;0.5057034221;0.2147651007;0.2272330661;0.9682539683;1.9159555571;0.4789888893
ALVARO DIAS;945;PR;2014;ALVARO DIAS;PSDB;MASCULINO;9452012;2012;0.5057034221;0.2147651007;0.3623255129;0.9682539683;9452012;73;99250.69;file_eleitos;2012;0.5057034221;0.2147651007;0.3623255129;0.9682539683;2.0510480038;0.512762001
ALVARO DIAS;945;PR;2014;ALVARO DIAS;PSDB;MASCULINO;9452011;2011;0.6052631579;0.1830985915;0.3623255129;0.9047619048;9452011;73;52466.46;file_eleitos;2011;0.6052631579;0.1830985915;0.3623255129;0.9047619048;2.0554491671;0.5138622918
ALVARO DIAS;945;PR;2006;ALVARO DIAS;PSDB;MASCULINO;9452011;2011;0.6052631579;0.1830985915;0.2272330661;0.9047619048;9452011;73;52466.46;file_eleitos;2011;0.6052631579;0.1830985915;0.2272330661;0.9047619048;1.9203567203;0.4800891801
ALVARO DIAS;945;PR;2006;ALVARO DIAS;PSDB;MASCULINO;9452013;2013;0.3819444444;0.2222222222;0.2272330661;0.9579831933;9452013;73;109892.18;file_eleitos;2013;0.3819444444;0.2222222222;0.2272330661;0.9579831933;1.789382926;0.4473457315
ALVARO DIAS;945;PR;2014;ALVARO DIAS;PSDB;MASCULINO;9452013;2013;0.3819444444;0.2222222222;0.3623255129;0.9579831933;9452013;73;109892.18;file_eleitos;2013;0.3819444444;0.2222222222;0.3623255129;0.9579831933;1.9244753728;0.4811188432
ALVARO DIAS;945;PR;2014;ALVARO DIAS;PSDB;MASCULINO;9452015;2015;0.4170616114;0.1241830065;0.3623255129;0.874015748;9452015;73;102747.38;file_eleitos;2015;0.4170616114;0.1241830065;0.3623255129;0.874015748;1.7775858788;0.4443964697
ALVARO DIAS;945;PR;2006;ALVARO DIAS;PSDB;MASCULINO;9452015;2015;0.4170616114;0.1241830065;0.2272330661;0.874015748;9452015;73;102747.38;file_eleitos;2015;0.4170616114;0.1241830065;0.2272330661;0.874015748;1.642493432;0.410623358
MOZARILDO CAVALCANTI;952;RR;2006;MOZARILDO CAVALCANTI;PTB;MASCULINO;9522014;2014;0.2367491166;0.1304347826;0.1891565066;0;9522014;74;488693.4;file_eleitos;2014;0.2367491166;0.1304347826;0.1891565066;0;0.5563404058;0.1390851015
MOZARILDO CAVALCANTI;952;RR;2006;MOZARILDO CAVALCANTI;PTB;MASCULINO;9522012;2012;0.216730038;0.1677852349;0.1891565066;0;9522012;74;464182.08;file_eleitos;2012;0.216730038;0.1677852349;0.1891565066;0;0.5736717796;0.1434179449
MOZARILDO CAVALCANTI;952;RR;2006;MOZARILDO CAVALCANTI;PTB;MASCULINO;9522011;2011;0.2067669173;0.3521126761;0.1891565066;0.8174603175;9522011;74;448390.48;file_eleitos;2011;0.2067669173;0.3521126761;0.1891565066;0.8174603175;1.5654964174;0.3913741044
MOZARILDO CAVALCANTI;952;RR;2006;MOZARILDO CAVALCANTI;PTB;MASCULINO;9522013;2013;0.1909722222;0.2307692308;0.1891565066;0.7204301075;9522013;74;345285.21;file_eleitos;2013;0.1909722222;0.2307692308;0.1891565066;0.7204301075;1.3313280672;0.3328320168
MARIA DO CARMO ALVES;1023;SE;2006;MARIA DO CARMO ALVES;PFL;FEMININO;10232013;2013;0.1354166667;0.1367521368;0.204773709;0.8571428571;10232013;77;159340.95;file_eleitos;2013;0.1354166667;0.1367521368;0.204773709;0.8571428571;1.3340853696;0.3335213424
MARIA DO CARMO ALVES;1023;SE;2014;MARIA DO CARMO ALVES;DEM;FEMININO;10232013;2013;0.1354166667;0.1367521368;0.1958388473;0.8571428571;10232013;77;159340.95;file_eleitos;2013;0.1354166667;0.1367521368;0.1958388473;0.8571428571;1.3251505079;0.331287627
MARIA DO CARMO ALVES;1023;SE;2006;MARIA DO CARMO ALVES;PFL;FEMININO;10232014;2014;0.1554770318;0.1304347826;0.204773709;0.8048780488;10232014;77;102850.17;file_eleitos;2014;0.1554770318;0.1304347826;0.204773709;0.8048780488;1.2955635722;0.3238908931
MARIA DO CARMO ALVES;1023;SE;2014;MARIA DO CARMO ALVES;DEM;FEMININO;10232014;2014;0.1554770318;0.1304347826;0.1958388473;0.8048780488;10232014;77;102850.17;file_eleitos;2014;0.1554770318;0.1304347826;0.1958388473;0.8048780488;1.2866287105;0.3216571776
MARIA DO CARMO ALVES;1023;SE;2014;MARIA DO CARMO ALVES;DEM;FEMININO;10232012;2012;0.0912547529;0.2080536913;0.1958388473;0.7063492063;10232012;77;99695.71;file_eleitos;2012;0.0912547529;0.2080536913;0.1958388473;0.7063492063;1.2014964978;0.3003741245
MARIA DO CARMO ALVES;1023;SE;2006;MARIA DO CARMO ALVES;PFL;FEMININO;10232012;2012;0.0912547529;0.2080536913;0.204773709;0.7063492063;10232012;77;99695.71;file_eleitos;2012;0.0912547529;0.2080536913;0.204773709;0.7063492063;1.2104313595;0.3026078399
MARIA DO CARMO ALVES;1023;SE;2006;MARIA DO CARMO ALVES;PFL;FEMININO;10232011;2011;0.0639097744;0.1056338028;0.204773709;0.8412698413;10232011;77;104929.56;file_eleitos;2011;0.0639097744;0.1056338028;0.204773709;0.8412698413;1.2155871275;0.3038967819
MARIA DO CARMO ALVES;1023;SE;2014;MARIA DO CARMO ALVES;DEM;FEMININO;10232011;2011;0.0639097744;0.1056338028;0.1958388473;0.8412698413;10232011;77;104929.56;file_eleitos;2011;0.0639097744;0.1056338028;0.1958388473;0.8412698413;1.2066522659;0.3016630665
MARIA DO CARMO ALVES;1023;SE;2014;MARIA DO CARMO ALVES;DEM;FEMININO;10232016;2016;0.0110294118;0.0363636364;0.1958388473;0;10232016;77;2252.4;file_eleitos;2016;0.0110294118;0.0363636364;0.1958388473;0;0.2432318955;0.0608079739
MARIA DO CARMO ALVES;1023;SE;2006;MARIA DO CARMO ALVES;PFL;FEMININO;10232016;2016;0.0110294118;0.0363636364;0.204773709;0;10232016;77;2252.4;file_eleitos;2016;0.0110294118;0.0363636364;0.204773709;0;0.2521667572;0.0630416893
MARIA DO CARMO ALVES;1023;SE;2006;MARIA DO CARMO ALVES;PFL;FEMININO;10232017;2017;0.0833333333;0.1206896552;0.204773709;0.8923076923;10232017;77;188979.01;file_eleitos;2017;0.0833333333;0.1206896552;0.204773709;0.8923076923;1.3011043898;0.3252760975
MARIA DO CARMO ALVES;1023;SE;2014;MARIA DO CARMO ALVES;DEM;FEMININO;10232017;2017;0.0833333333;0.1206896552;0.1958388473;0.8923076923;10232017;77;188979.01;file_eleitos;2017;0.0833333333;0.1206896552;0.1958388473;0.8923076923;1.2921695281;0.323042382
MARIA DO CARMO ALVES;1023;SE;2006;MARIA DO CARMO ALVES;PFL;FEMININO;10232015;2015;0.2748815166;0.0849673203;0.204773709;0.7952755906;10232015;77;110360.08;file_eleitos;2015;0.2748815166;0.0849673203;0.204773709;0.7952755906;1.3598981364;0.3399745341
MARIA DO CARMO ALVES;1023;SE;2014;MARIA DO CARMO ALVES;DEM;FEMININO;10232015;2015;0.2748815166;0.0849673203;0.1958388473;0.7952755906;10232015;77;110360.08;file_eleitos;2015;0.2748815166;0.0849673203;0.1958388473;0.7952755906;1.3509632747;0.3377408187
KATIA ABREU;1249;TO;2006;KATIA ABREU;PFL;FEMININO;12492013;2013;0.09375;0.1367521368;0.2096840783;0.781512605;12492013;56;255183.61;file_eleitos;2013;0.09375;0.1367521368;0.2096840783;0.781512605;1.22169882;0.305424705
KATIA ABREU;1249;TO;2014;KATIA ABREU;PMDB;FEMININO;12492013;2013;0.09375;0.1367521368;0.1819462596;0.781512605;12492013;56;255183.61;file_eleitos;2013;0.09375;0.1367521368;0.1819462596;0.781512605;1.1939610014;0.2984902504
KATIA ABREU;1249;TO;2006;KATIA ABREU;PFL;FEMININO;12492017;2017;0.1;0.2068965517;0.2096840783;0.7846153846;12492017;56;265779.61;file_eleitos;2017;0.1;0.2068965517;0.2096840783;0.7846153846;1.3011960146;0.3252990036
KATIA ABREU;1249;TO;2014;KATIA ABREU;PMDB;FEMININO;12492017;2017;0.1;0.2068965517;0.1819462596;0.7846153846;12492017;56;265779.61;file_eleitos;2017;0.1;0.2068965517;0.1819462596;0.7846153846;1.273458196;0.318364549
KATIA ABREU;1249;TO;2014;KATIA ABREU;PMDB;FEMININO;12492014;2014;0.0706713781;0.1594202899;0.1819462596;0;12492014;56;302582.4;file_eleitos;2014;0.0706713781;0.1594202899;0.1819462596;0;0.4120379276;0.1030094819
KATIA ABREU;1249;TO;2006;KATIA ABREU;PFL;FEMININO;12492014;2014;0.0706713781;0.1594202899;0.2096840783;0;12492014;56;302582.4;file_eleitos;2014;0.0706713781;0.1594202899;0.2096840783;0;0.4397757462;0.1099439365
KATIA ABREU;1249;TO;2014;KATIA ABREU;PMDB;FEMININO;12492015;2015;0;0.0522875817;0.1819462596;0;12492015;;0;file_eleitos;2015;0;0.0522875817;0.1819462596;0;0.2342338413;0.0585584603
KATIA ABREU;1249;TO;2006;KATIA ABREU;PFL;FEMININO;12492015;2015;0;0.0522875817;0.2096840783;0;12492015;;0;file_eleitos;2015;0;0.0522875817;0.2096840783;0;0.26197166;0.065492915
KATIA ABREU;1249;TO;2006;KATIA ABREU;PFL;FEMININO;12492016;2016;0.0514705882;0.2363636364;0.2096840783;0.868852459;12492016;56;111441.26;file_eleitos;2016;0.0514705882;0.2363636364;0.2096840783;0.868852459;1.3663707619;0.3415926905
KATIA ABREU;1249;TO;2014;KATIA ABREU;PMDB;FEMININO;12492016;2016;0.0514705882;0.2363636364;0.1819462596;0.868852459;12492016;56;111441.26;file_eleitos;2016;0.0514705882;0.2363636364;0.1819462596;0.868852459;1.3386329432;0.3346582358
KATIA ABREU;1249;TO;2006;KATIA ABREU;PFL;FEMININO;12492012;2012;0.0608365019;0.067114094;0.2096840783;0.6138613861;12492012;56;179270.02;file_eleitos;2012;0.0608365019;0.067114094;0.2096840783;0.6138613861;0.9514960603;0.2378740151
KATIA ABREU;1249;TO;2014;KATIA ABREU;PMDB;FEMININO;12492012;2012;0.0608365019;0.067114094;0.1819462596;0.6138613861;12492012;56;179270.02;file_eleitos;2012;0.0608365019;0.067114094;0.1819462596;0.6138613861;0.9237582416;0.2309395604
KATIA ABREU;1249;TO;2006;KATIA ABREU;PFL;FEMININO;12492011;2011;0.0714285714;0.1126760563;0.2096840783;0.7619047619;12492011;56;247709.68;file_eleitos;2011;0.0714285714;0.1126760563;0.2096840783;0.7619047619;1.1556934679;0.288923367
KATIA ABREU;1249;TO;2014;KATIA ABREU;PMDB;FEMININO;12492011;2011;0.0714285714;0.1126760563;0.1819462596;0.7619047619;12492011;56;247709.68;file_eleitos;2011;0.0714285714;0.1126760563;0.1819462596;0.7619047619;1.1279556493;0.2819889123
FERNANDO COLLOR;4525;AL;2014;FERNANDO COLLOR;PTB;MASCULINO;45252013;2013;0.1354166667;0;0.204177174;0.7226890756;45252013;69;420674.4;file_eleitos;2013;0.1354166667;0;0.204177174;0.7226890756;1.0622829163;0.2655707291
FERNANDO COLLOR;4525;AL;2006;FERNANDO COLLOR;PRTB;MASCULINO;45252013;2013;0.1354166667;0;0.1631379963;0.7226890756;45252013;69;420674.4;file_eleitos;2013;0.1354166667;0;0.1631379963;0.7226890756;1.0212437386;0.2553109346
FERNANDO COLLOR;4525;AL;2014;FERNANDO COLLOR;PTB;MASCULINO;45252012;2012;0.0684410646;0.0469798658;0.204177174;0.7380952381;45252012;69;420617.89;file_eleitos;2012;0.0684410646;0.0469798658;0.204177174;0.7380952381;1.0576933425;0.2644233356
FERNANDO COLLOR;4525;AL;2006;FERNANDO COLLOR;PRTB;MASCULINO;45252012;2012;0.0684410646;0.0469798658;0.1631379963;0.7380952381;45252012;69;420617.89;file_eleitos;2012;0.0684410646;0.0469798658;0.1631379963;0.7380952381;1.0166541648;0.2541635412
FERNANDO COLLOR;4525;AL;2006;FERNANDO COLLOR;PRTB;MASCULINO;45252011;2011;0.1090225564;0.0070422535;0.1631379963;0.7380952381;45252011;69;398082.24;file_eleitos;2011;0.1090225564;0.0070422535;0.1631379963;0.7380952381;1.0172980443;0.2543245111
FERNANDO COLLOR;4525;AL;2014;FERNANDO COLLOR;PTB;MASCULINO;45252011;2011;0.1090225564;0.0070422535;0.204177174;0.7380952381;45252011;69;398082.24;file_eleitos;2011;0.1090225564;0.0070422535;0.204177174;0.7380952381;1.058337222;0.2645843055
FERNANDO COLLOR;4525;AL;2014;FERNANDO COLLOR;PTB;MASCULINO;45252016;2016;0.0073529412;0;0.204177174;0.6703296703;45252016;69;420471.01;file_eleitos;2016;0.0073529412;0;0.204177174;0.6703296703;0.8818597855;0.2204649464
FERNANDO COLLOR;4525;AL;2006;FERNANDO COLLOR;PRTB;MASCULINO;45252016;2016;0.0073529412;0;0.1631379963;0.6703296703;45252016;69;420471.01;file_eleitos;2016;0.0073529412;0;0.1631379963;0.6703296703;0.8408206078;0.2102051519
FERNANDO COLLOR;4525;AL;2014;FERNANDO COLLOR;PTB;MASCULINO;45252015;2015;0.1066350711;0;0.204177174;0.8661417323;45252015;69;420674.4;file_eleitos;2015;0.1066350711;0;0.204177174;0.8661417323;1.1769539774;0.2942384943
FERNANDO COLLOR;4525;AL;2006;FERNANDO COLLOR;PRTB;MASCULINO;45252015;2015;0.1066350711;0;0.1631379963;0.8661417323;45252015;69;420674.4;file_eleitos;2015;0.1066350711;0;0.1631379963;0.8661417323;1.1359147996;0.2839786999
FERNANDO COLLOR;4525;AL;2006;FERNANDO COLLOR;PRTB;MASCULINO;45252017;2017;0.075;0.0172413793;0.1631379963;0.9076923077;45252017;69;344574.25;file_eleitos;2017;0.075;0.0172413793;0.1631379963;0.9076923077;1.1630716833;0.2907679208
FERNANDO COLLOR;4525;AL;2014;FERNANDO COLLOR;PTB;MASCULINO;45252017;2017;0.075;0.0172413793;0.204177174;0.9076923077;45252017;69;344574.25;file_eleitos;2017;0.075;0.0172413793;0.204177174;0.9076923077;1.204110861;0.3010277152
FERNANDO COLLOR;4525;AL;2006;FERNANDO COLLOR;PRTB;MASCULINO;45252014;2014;0.0671378092;0.0144927536;0.1631379963;0.7338709677;45252014;69;420674.39;file_eleitos;2014;0.0671378092;0.0144927536;0.1631379963;0.7338709677;0.9786395268;0.2446598817
FERNANDO COLLOR;4525;AL;2014;FERNANDO COLLOR;PTB;MASCULINO;45252014;2014;0.0671378092;0.0144927536;0.204177174;0.7338709677;45252014;69;420674.39;file_eleitos;2014;0.0671378092;0.0144927536;0.204177174;0.7338709677;1.0196787045;0.2549196761
ALFREDO NASCIMENTO;4527;AM;2006;ALFREDO NASCIMENTO;PL;MASCULINO;45272013;2013;0.1979166667;0.4017094017;0.1548468924;0.9831932773;45272013;66;327838.22;file_eleitos;2013;0.1979166667;0.4017094017;0.1548468924;0.9831932773;1.7376662381;0.4344165595
ALFREDO NASCIMENTO;4527;AM;2006;ALFREDO NASCIMENTO;PL;MASCULINO;45272014;2014;0.1307420495;0.2028985507;0.1548468924;0.9428571429;45272014;66;229497.37;file_eleitos;2014;0.1307420495;0.2028985507;0.1548468924;0.9428571429;1.4313446355;0.3578361589
ALFREDO NASCIMENTO;4527;AM;2006;ALFREDO NASCIMENTO;PL;MASCULINO;45272011;2011;0.0187969925;0.1267605634;0.1548468924;0.8382352941;45272011;66;66410.39;file_eleitos;2011;0.0187969925;0.1267605634;0.1548468924;0.8382352941;1.1386397424;0.2846599356
ALFREDO NASCIMENTO;4527;AM;2006;ALFREDO NASCIMENTO;PL;MASCULINO;45272012;2012;0.0912547529;0.4228187919;0.1548468924;0.9761904762;45272012;66;193696.51;file_eleitos;2012;0.0912547529;0.4228187919;0.1548468924;0.9761904762;1.6451109134;0.4112777284
CICERO LUCENA;4529;PB;2006;CICERO LUCENA;PSDB;MASCULINO;45292011;2011;0.1578947368;0.2042253521;0.1996244993;0.746031746;45292011;61;354124.2;file_eleitos;2011;0.1578947368;0.2042253521;0.1996244993;0.746031746;1.3077763342;0.3269440836
CICERO LUCENA;4529;PB;2006;CICERO LUCENA;PSDB;MASCULINO;45292012;2012;0.1711026616;0.3020134228;0.1996244993;0.7142857143;45292012;61;414116.31;file_eleitos;2012;0.1711026616;0.3020134228;0.1996244993;0.7142857143;1.387026298;0.3467565745
CICERO LUCENA;4529;PB;2006;CICERO LUCENA;PSDB;MASCULINO;45292014;2014;0.1943462898;0.3913043478;0.1996244993;0;45292014;61;421884.28;file_eleitos;2014;0.1943462898;0.3913043478;0.1996244993;0;0.7852751368;0.1963187842
CICERO LUCENA;4529;PB;2006;CICERO LUCENA;PSDB;MASCULINO;45292013;2013;0.3993055556;0.7094017094;0.1996244993;0.7983193277;45292013;61;415508.17;file_eleitos;2013;0.3993055556;0.7094017094;0.1996244993;0.7983193277;2.106651092;0.526662773
JAYME CAMPOS;4531;MT;2006;JAYME CAMPOS;PFL;MASCULINO;45312014;2014;0.1731448763;0.115942029;0.2335690605;0.8198198198;45312014;67;162756.4;file_eleitos;2014;0.1731448763;0.115942029;0.2335690605;0.8198198198;1.3424757857;0.3356189464
JAYME CAMPOS;4531;MT;2006;JAYME CAMPOS;PFL;MASCULINO;45312011;2011;0.0977443609;0.0704225352;0.2335690605;0.8095238095;45312011;67;183046.05;file_eleitos;2011;0.0977443609;0.0704225352;0.2335690605;0.8095238095;1.2112597662;0.3028149415
JAYME CAMPOS;4531;MT;2006;JAYME CAMPOS;PFL;MASCULINO;45312012;2012;0.2205323194;0.0872483221;0.2335690605;0.8174603175;45312012;67;225470.44;file_eleitos;2012;0.2205323194;0.0872483221;0.2335690605;0.8174603175;1.3588100195;0.3397025049
JAYME CAMPOS;4531;MT;2006;JAYME CAMPOS;PFL;MASCULINO;45312013;2013;0.1770833333;0.0598290598;0.2335690605;0.8395061728;45312013;67;178676.92;file_eleitos;2013;0.1770833333;0.0598290598;0.2335690605;0.8395061728;1.3099876265;0.3274969066
JOAO DURVAL;4537;BA;2006;JOAO DURVAL;PDT;MASCULINO;45372011;2011;0.0601503759;0.0985915493;0.1730627373;0.7222222222;45372011;89;300252.9;file_eleitos;2011;0.0601503759;0.0985915493;0.1730627373;0.7222222222;1.0540268847;0.2635067212
JOAO DURVAL;4537;BA;2006;JOAO DURVAL;PDT;MASCULINO;45372012;2012;0.0912547529;0;0.1730627373;0.8571428571;45372012;89;305857.34;file_eleitos;2012;0.0912547529;0;0.1730627373;0.8571428571;1.1214603473;0.2803650868
JOAO DURVAL;4537;BA;2006;JOAO DURVAL;PDT;MASCULINO;45372013;2013;0.1111111111;0.0256410256;0.1730627373;0.8151260504;45372013;89;341691.8;file_eleitos;2013;0.1111111111;0.0256410256;0.1730627373;0.8151260504;1.1249409245;0.2812352311
