NM_SENADOR;CD_SENADOR;NM_UF;AN_ELEICAO;NM_SENADOR1;SG_PARTIDO;CS_SEXO;% SENADOR_ID;AN_REFERENCIA1;VL_IAU1;VL_IRL1;VL_IVOT1;VL_IASS1;senador_id_file_ceaps;QT_ANOS_IDADE;VL_REEMBOLSADO;ORIGEM;AN_REFERENCIA;VL_IAU;VL_IRL;VL_IVOT;VL_IASS;Calculation;Produtividade
JOSE PIMENTEL;615;CE;2010;JOSE PIMENTEL;PT;MASCULINO;6152017;2017;0.1805555556;0.6724137931;0.2658235833;1;6152017;64;425858.82;file_eleitos;2017;0.1805555556;0.6724137931;0.2658235833;1;2.1187929319;0.529698233
JOSE PIMENTEL;615;CE;2010;JOSE PIMENTEL;PT;MASCULINO;6152012;2012;0.2927756654;0.3154362416;0.2658235833;1;6152012;64;415677.21;file_eleitos;2012;0.2927756654;0.3154362416;0.2658235833;1;1.8740354903;0.4685088726
JOSE PIMENTEL;615;CE;2010;JOSE PIMENTEL;PT;MASCULINO;6152013;2013;0.2256944444;0.6153846154;0.2658235833;0.9915966387;6152013;64;453189.51;file_eleitos;2013;0.2256944444;0.6153846154;0.2658235833;0.9915966387;2.0984992818;0.5246248204
JOSE PIMENTEL;615;CE;2010;JOSE PIMENTEL;PT;MASCULINO;6152015;2015;0.317535545;0.3790849673;0.2658235833;0.9763779528;6152015;64;457407.63;file_eleitos;2015;0.317535545;0.3790849673;0.2658235833;0.9763779528;1.9388220484;0.4847055121
JOSE PIMENTEL;615;CE;2010;JOSE PIMENTEL;PT;MASCULINO;6152016;2016;0.1654411765;0.8;0.2658235833;0.989010989;6152016;64;379273.11;file_eleitos;2016;0.1654411765;0.8;0.2658235833;0.989010989;2.2202757488;0.5550689372
JOSE PIMENTEL;615;CE;2010;JOSE PIMENTEL;PT;MASCULINO;6152011;2011;0.1052631579;0.514084507;0.2658235833;0.9920634921;6152011;64;246319.08;file_eleitos;2011;0.1052631579;0.514084507;0.2658235833;0.9920634921;1.8772347403;0.4693086851
JOSE PIMENTEL;615;CE;2010;JOSE PIMENTEL;PT;MASCULINO;6152014;2014;0.1554770318;0.5217391304;0.2658235833;1;6152014;64;454502.15;file_eleitos;2014;0.1554770318;0.5217391304;0.2658235833;1;1.9430397455;0.4857599364
MAGNO MALTA;631;ES;2010;MAGNO MALTA;PR;MASCULINO;6312015;2015;0.2298578199;0.091503268;0.3199858279;0.6141732283;6312015;60;396910.09;file_eleitos;2015;0.2298578199;0.091503268;0.3199858279;0.6141732283;1.2555201442;0.313880036
MAGNO MALTA;631;ES;2010;MAGNO MALTA;PR;MASCULINO;6312017;2017;0.1222222222;0.1896551724;0.3199858279;0.8;6312017;60;314224.38;file_eleitos;2017;0.1222222222;0.1896551724;0.3199858279;0.8;1.4318632226;0.3579658056
MAGNO MALTA;631;ES;2010;MAGNO MALTA;PR;MASCULINO;6312012;2012;0.1406844106;0.0805369128;0.3199858279;0.873015873;6312012;60;316086.76;file_eleitos;2012;0.1406844106;0.0805369128;0.3199858279;0.873015873;1.4142230244;0.3535557561
MAGNO MALTA;631;ES;2010;MAGNO MALTA;PR;MASCULINO;6312014;2014;0.074204947;0.0724637681;0.3199858279;0.7983870968;6312014;60;390399.38;file_eleitos;2014;0.074204947;0.0724637681;0.3199858279;0.7983870968;1.2650416398;0.31626041
MAGNO MALTA;631;ES;2010;MAGNO MALTA;PR;MASCULINO;6312011;2011;0.0864661654;0.1478873239;0.3199858279;0.753968254;6312011;60;189353.96;file_eleitos;2011;0.0864661654;0.1478873239;0.3199858279;0.753968254;1.3083075713;0.3270768928
MAGNO MALTA;631;ES;2010;MAGNO MALTA;PR;MASCULINO;6312016;2016;0.2279411765;0.1090909091;0.3199858279;0.8461538462;6312016;60;378840.79;file_eleitos;2016;0.2279411765;0.1090909091;0.3199858279;0.8461538462;1.5031717597;0.3757929399
MAGNO MALTA;631;ES;2010;MAGNO MALTA;PR;MASCULINO;6312013;2013;0.1284722222;0.0683760684;0.3199858279;0.7731092437;6312013;60;397705.3;file_eleitos;2013;0.1284722222;0.0683760684;0.3199858279;0.7731092437;1.2899433622;0.3224858406
RICARDO FERRACO;635;ES;2010;RICARDO FERRACO;PMDB;MASCULINO;6352017;2017;0.15;0.5689655172;0.3877666721;0.8;6352017;55;339007.21;file_eleitos;2017;0.15;0.5689655172;0.3877666721;0.8;1.9067321893;0.4766830473
RICARDO FERRACO;635;ES;2010;RICARDO FERRACO;PMDB;MASCULINO;6352015;2015;0.4573459716;0.4052287582;0.3877666721;0.8582677165;6352015;55;312880.76;file_eleitos;2015;0.4573459716;0.4052287582;0.3877666721;0.8582677165;2.1086091183;0.5271522796
RICARDO FERRACO;635;ES;2010;RICARDO FERRACO;PMDB;MASCULINO;6352013;2013;0.4236111111;0.3247863248;0.3877666721;0.8403361345;6352013;55;255532.04;file_eleitos;2013;0.4236111111;0.3247863248;0.3877666721;0.8403361345;1.9765002424;0.4941250606
RICARDO FERRACO;635;ES;2010;RICARDO FERRACO;PMDB;MASCULINO;6352016;2016;0.4044117647;0.6545454545;0.3877666721;0.9120879121;6352016;55;279506.91;file_eleitos;2016;0.4044117647;0.6545454545;0.3877666721;0.9120879121;2.3588118034;0.5897029509
RICARDO FERRACO;635;ES;2010;RICARDO FERRACO;PMDB;MASCULINO;6352014;2014;0.4204946996;0.5217391304;0.3877666721;0.8064516129;6352014;55;309739.22;file_eleitos;2014;0.4204946996;0.5217391304;0.3877666721;0.8064516129;2.1364521151;0.5341130288
RICARDO FERRACO;635;ES;2010;RICARDO FERRACO;PMDB;MASCULINO;6352012;2012;0.2661596958;0.4563758389;0.3877666721;0.7936507937;6352012;55;223393.37;file_eleitos;2012;0.2661596958;0.4563758389;0.3877666721;0.7936507937;1.9039530005;0.4759882501
RICARDO FERRACO;635;ES;2010;RICARDO FERRACO;PMDB;MASCULINO;6352011;2011;0.2105263158;0.5211267606;0.3877666721;0.7936507937;6352011;55;156065.16;file_eleitos;2011;0.2105263158;0.5211267606;0.3877666721;0.7936507937;1.9130705421;0.4782676355
LUCIA VANIA;643;GO;2010;LUCIA VANIA;PSDB;FEMININO;6432014;2014;0.1519434629;0.3623188406;0.2207714023;0.9112903226;6432014;73;252542.4;file_eleitos;2014;0.1519434629;0.3623188406;0.2207714023;0.9112903226;1.6463240283;0.4115810071
LUCIA VANIA;643;GO;2010;LUCIA VANIA;PSDB;FEMININO;6432017;2017;0.1277777778;0.1724137931;0.2207714023;0.9692307692;6432017;73;253071.32;file_eleitos;2017;0.1277777778;0.1724137931;0.2207714023;0.9692307692;1.4901937424;0.3725484356
LUCIA VANIA;643;GO;2010;LUCIA VANIA;PSDB;FEMININO;6432011;2011;0.1992481203;0.2253521127;0.2207714023;0.8968253968;6432011;73;219442.83;file_eleitos;2011;0.1992481203;0.2253521127;0.2207714023;0.8968253968;1.5421970321;0.385549258
LUCIA VANIA;643;GO;2010;LUCIA VANIA;PSDB;FEMININO;6432013;2013;0.15625;0.2136752137;0.2207714023;0.974789916;6432013;73;252542.4;file_eleitos;2013;0.15625;0.2136752137;0.2207714023;0.974789916;1.5654865319;0.391371633
LUCIA VANIA;643;GO;2010;LUCIA VANIA;PSDB;FEMININO;6432016;2016;0.1397058824;0.2;0.2207714023;0.9450549451;6432016;73;252453.45;file_eleitos;2016;0.1397058824;0.2;0.2207714023;0.9450549451;1.5055322297;0.3763830574
LUCIA VANIA;643;GO;2010;LUCIA VANIA;PSDB;FEMININO;6432015;2015;0.2322274882;0.137254902;0.2207714023;0.968503937;6432015;73;251825.05;file_eleitos;2015;0.2322274882;0.137254902;0.2207714023;0.968503937;1.5587577294;0.3896894323
LUCIA VANIA;643;GO;2010;LUCIA VANIA;PSDB;FEMININO;6432012;2012;0.1406844106;0.1476510067;0.2207714023;0.873015873;6432012;73;252542.4;file_eleitos;2012;0.1406844106;0.1476510067;0.2207714023;0.873015873;1.3821226926;0.3455306732
ARMANDO MONTEIRO;715;PE;2010;ARMANDO MONTEIRO;PTB;MASCULINO;7152013;2013;0.3090277778;0.2478632479;0.331768368;0.8235294118;7152013;66;400407.74;file_eleitos;2013;0.3090277778;0.2478632479;0.331768368;0.8235294118;1.7121888054;0.4280472013
ARMANDO MONTEIRO;715;PE;2010;ARMANDO MONTEIRO;PTB;MASCULINO;7152014;2014;0.1236749117;0.2898550725;0.331768368;0.8306451613;7152014;66;198459.2;file_eleitos;2014;0.1236749117;0.2898550725;0.331768368;0.8306451613;1.5759435134;0.3939858783
ARMANDO MONTEIRO;715;PE;2010;ARMANDO MONTEIRO;PTB;MASCULINO;7152012;2012;0.2661596958;0.2013422819;0.331768368;0.880952381;7152012;66;321100.62;file_eleitos;2012;0.2661596958;0.2013422819;0.331768368;0.880952381;1.6802227266;0.4200556817
ARMANDO MONTEIRO;715;PE;2010;ARMANDO MONTEIRO;PTB;MASCULINO;7152015;2015;0;0.137254902;0.331768368;0;7152015;;0;file_eleitos;2015;0;0.137254902;0.331768368;0;0.4690232699;0.1172558175
ARMANDO MONTEIRO;715;PE;2010;ARMANDO MONTEIRO;PTB;MASCULINO;7152017;2017;0.1638888889;0.8793103448;0.331768368;0.9538461538;7152017;66;409569.65;file_eleitos;2017;0.1638888889;0.8793103448;0.331768368;0.9538461538;2.3288137555;0.5822034389
ARMANDO MONTEIRO;715;PE;2010;ARMANDO MONTEIRO;PTB;MASCULINO;7152016;2016;0.1470588235;0.5818181818;0.331768368;0.8769230769;7152016;66;156706.42;file_eleitos;2016;0.1470588235;0.5818181818;0.331768368;0.8769230769;1.9375684502;0.4843921126
ARMANDO MONTEIRO;715;PE;2010;ARMANDO MONTEIRO;PTB;MASCULINO;7152011;2011;0.1691729323;0.3169014085;0.331768368;0.7857142857;7152011;66;283499.3;file_eleitos;2011;0.1691729323;0.3169014085;0.331768368;0.7857142857;1.6035569944;0.4008892486
CIRO NOGUEIRA;739;PI;2010;CIRO NOGUEIRA;PP;MASCULINO;7392014;2014;0.1201413428;0.1014492754;0.2161601264;0;7392014;49;430496.82;file_eleitos;2014;0.1201413428;0.1014492754;0.2161601264;0;0.4377507445;0.1094376861
CIRO NOGUEIRA;739;PI;2010;CIRO NOGUEIRA;PP;MASCULINO;7392012;2012;0.1368821293;0.2348993289;0.2161601264;0;7392012;49;462108.19;file_eleitos;2012;0.1368821293;0.2348993289;0.2161601264;0;0.5879415845;0.1469853961
CIRO NOGUEIRA;739;PI;2010;CIRO NOGUEIRA;PP;MASCULINO;7392016;2016;0.0919117647;0.0363636364;0.2161601264;0.9230769231;7392016;49;440047.81;file_eleitos;2016;0.0919117647;0.0363636364;0.2161601264;0.9230769231;1.2675124505;0.3168781126
CIRO NOGUEIRA;739;PI;2010;CIRO NOGUEIRA;PP;MASCULINO;7392011;2011;0.1578947368;0.323943662;0.2161601264;0.746031746;7392011;49;369972.38;file_eleitos;2011;0.1578947368;0.323943662;0.2161601264;0.746031746;1.4440302712;0.3610075678
CIRO NOGUEIRA;739;PI;2010;CIRO NOGUEIRA;PP;MASCULINO;7392017;2017;0.0638888889;0.0517241379;0.2161601264;0.8615384615;7392017;49;433236.29;file_eleitos;2017;0.0638888889;0.0517241379;0.2161601264;0.8615384615;1.1933116147;0.2983279037
CIRO NOGUEIRA;739;PI;2010;CIRO NOGUEIRA;PP;MASCULINO;7392015;2015;0.144549763;0.0261437908;0.2161601264;0.8346456693;7392015;49;419531.8;file_eleitos;2015;0.144549763;0.0261437908;0.2161601264;0.8346456693;1.2214993496;0.3053748374
CIRO NOGUEIRA;739;PI;2010;CIRO NOGUEIRA;PP;MASCULINO;7392013;2013;0.1493055556;0.1623931624;0.2161601264;0.8487394958;7392013;49;427349.59;file_eleitos;2013;0.1493055556;0.1623931624;0.2161601264;0.8487394958;1.3765983401;0.344149585
PAULO PAIM;825;RS;2010;PAULO PAIM;PT;MASCULINO;8252016;2016;1;0.6363636364;0.3440658948;0.9010989011;8252016;68;417713.7;file_eleitos;2016;1;0.6363636364;0.3440658948;0.9010989011;2.8815284323;0.7203821081
PAULO PAIM;825;RS;2010;PAULO PAIM;PT;MASCULINO;8252013;2013;0.7361111111;0.3760683761;0.3440658948;0.9915966387;8252013;68;360963.42;file_eleitos;2013;0.7361111111;0.3760683761;0.3440658948;0.9915966387;2.4478420206;0.6119605052
PAULO PAIM;825;RS;2010;PAULO PAIM;PT;MASCULINO;8252017;2017;1;0.6551724138;0.3440658948;0.9384615385;8252017;68;430481.06;file_eleitos;2017;1;0.6551724138;0.3440658948;0.9384615385;2.9376998471;0.7344249618
PAULO PAIM;825;RS;2010;PAULO PAIM;PT;MASCULINO;8252014;2014;0.5265017668;0.347826087;0.3440658948;0.9674796748;8252014;68;359412.8;file_eleitos;2014;0.5265017668;0.347826087;0.3440658948;0.9674796748;2.1858734233;0.5464683558
PAULO PAIM;825;RS;2010;PAULO PAIM;PT;MASCULINO;8252015;2015;1;0.3137254902;0.3440658948;0.9291338583;8252015;68;253614.72;file_eleitos;2015;1;0.3137254902;0.3440658948;0.9291338583;2.5869252433;0.6467313108
PAULO PAIM;825;RS;2010;PAULO PAIM;PT;MASCULINO;8252012;2012;0.9011406844;0.2818791946;0.3440658948;0.9285714286;8252012;68;391115.68;file_eleitos;2012;0.9011406844;0.2818791946;0.3440658948;0.9285714286;2.4556572024;0.6139143006
PAULO PAIM;825;RS;2010;PAULO PAIM;PT;MASCULINO;8252011;2011;0.7443609023;0.5070422535;0.3440658948;0.9761904762;8252011;68;341776.42;file_eleitos;2011;0.7443609023;0.5070422535;0.3440658948;0.9761904762;2.5716595268;0.6429148817
ALOYSIO NUNES FERREIRA;846;SP;2010;ALOYSIO NUNES FERREIRA;PSDB;MASCULINO;8462015;2015;0.4620853081;0.3986928105;0.248125097;0.905511811;8462015;73;275529.79;file_eleitos;2015;0.4620853081;0.3986928105;0.248125097;0.905511811;2.0144150265;0.5036037566
ALOYSIO NUNES FERREIRA;846;SP;2010;ALOYSIO NUNES FERREIRA;PSDB;MASCULINO;8462017;2017;0.0222222222;0;0.248125097;0;8462017;73;51729.82;file_eleitos;2017;0.0222222222;0;0.248125097;0;0.2703473192;0.0675868298
ALOYSIO NUNES FERREIRA;846;SP;2010;ALOYSIO NUNES FERREIRA;PSDB;MASCULINO;8462013;2013;0.625;0.5384615385;0.248125097;0.9495798319;8462013;73;251763.49;file_eleitos;2013;0.625;0.5384615385;0.248125097;0.9495798319;2.3611664674;0.5902916168
ALOYSIO NUNES FERREIRA;846;SP;2010;ALOYSIO NUNES FERREIRA;PSDB;MASCULINO;8462011;2011;0.3007518797;0.8309859155;0.248125097;0.9365079365;8462011;73;186688.84;file_eleitos;2011;0.3007518797;0.8309859155;0.248125097;0.9365079365;2.3163708287;0.5790927072
ALOYSIO NUNES FERREIRA;846;SP;2010;ALOYSIO NUNES FERREIRA;PSDB;MASCULINO;8462014;2014;0.5265017668;0.768115942;0.248125097;0.9274193548;8462014;73;223489.82;file_eleitos;2014;0.5265017668;0.768115942;0.248125097;0.9274193548;2.4701621606;0.6175405402
ALOYSIO NUNES FERREIRA;846;SP;2010;ALOYSIO NUNES FERREIRA;PSDB;MASCULINO;8462012;2012;0.4144486692;0.5234899329;0.248125097;0.9047619048;8462012;73;267217.86;file_eleitos;2012;0.4144486692;0.5234899329;0.248125097;0.9047619048;2.0908256038;0.522706401
ALOYSIO NUNES FERREIRA;846;SP;2010;ALOYSIO NUNES FERREIRA;PSDB;MASCULINO;8462016;2016;0.2720588235;0.3272727273;0.248125097;0.9230769231;8462016;73;284998.67;file_eleitos;2016;0.2720588235;0.3272727273;0.248125097;0.9230769231;1.7705335709;0.4426333927
JOAO RIBEIRO;916;TO;2010;JOAO RIBEIRO;PR;MASCULINO;9162013;2013;0.0104166667;0.0085470085;0.241963264;0;9162013;64;44199.34;file_eleitos;2013;0.0104166667;0.0085470085;0.241963264;0;0.2609269392;0.0652317348
JOAO RIBEIRO;916;TO;2010;JOAO RIBEIRO;PR;MASCULINO;9162011;2011;0.030075188;0.1267605634;0.241963264;0.85;9162011;64;151795.26;file_eleitos;2011;0.030075188;0.1267605634;0.241963264;0.85;1.2487990153;0.3121997538
JOAO RIBEIRO;916;TO;2010;JOAO RIBEIRO;PR;MASCULINO;9162012;2012;0.0494296578;0.0939597315;0.241963264;0.7777777778;9162012;64;291259.81;file_eleitos;2012;0.0494296578;0.0939597315;0.241963264;0.7777777778;1.1631304311;0.2907826078
JOAO ALBERTO SOUZA;950;MA;2010;JOAO ALBERTO SOUZA;PMDB;MASCULINO;9502013;2013;0.0520833333;0.1709401709;0.2208924879;0.8571428571;9502013;82;427631.11;file_eleitos;2013;0.0520833333;0.1709401709;0.2208924879;0.8571428571;1.3010588494;0.3252647123
JOAO ALBERTO SOUZA;950;MA;2010;JOAO ALBERTO SOUZA;PMDB;MASCULINO;9502011;2011;0.007518797;0.0915492958;0.2208924879;0.8888888889;9502011;82;258346.96;file_eleitos;2011;0.007518797;0.0915492958;0.2208924879;0.8888888889;1.2088494696;0.3022123674
JOAO ALBERTO SOUZA;950;MA;2010;JOAO ALBERTO SOUZA;PMDB;MASCULINO;9502015;2015;0.0947867299;0.0849673203;0.2208924879;0.8897637795;9502015;82;275077.72;file_eleitos;2015;0.0947867299;0.0849673203;0.2208924879;0.8897637795;1.2904103176;0.3226025794
JOAO ALBERTO SOUZA;950;MA;2010;JOAO ALBERTO SOUZA;PMDB;MASCULINO;9502014;2014;0.0565371025;0.1594202899;0.2208924879;0.8831168831;9502014;82;336811.3;file_eleitos;2014;0.0565371025;0.1594202899;0.2208924879;0.8831168831;1.3199667634;0.3299916908
JOAO ALBERTO SOUZA;950;MA;2010;JOAO ALBERTO SOUZA;PMDB;MASCULINO;9502012;2012;0.0114068441;0.0469798658;0.2208924879;1;9502012;82;68560.43;file_eleitos;2012;0.0114068441;0.0469798658;0.2208924879;1;1.2792791978;0.3198197995
JOAO ALBERTO SOUZA;950;MA;2010;JOAO ALBERTO SOUZA;PMDB;MASCULINO;9502016;2016;0.0183823529;0.1272727273;0.2208924879;0.8351648352;9502016;82;196745.37;file_eleitos;2016;0.0183823529;0.1272727273;0.2208924879;0.8351648352;1.2017124033;0.3004281008
JOAO ALBERTO SOUZA;950;MA;2010;JOAO ALBERTO SOUZA;PMDB;MASCULINO;9502017;2017;0.05;0.7413793103;0.2208924879;0.9230769231;9502017;82;315466.87;file_eleitos;2017;0.05;0.7413793103;0.2208924879;0.9230769231;1.9353487214;0.4838371803
WALDEMIR MOKA;1176;MS;2010;WALDEMIR MOKA;PMDB;MASCULINO;11762014;2014;0.1696113074;0.4202898551;0.2008490509;0.9516129032;11762014;66;384936.15;file_eleitos;2014;0.1696113074;0.4202898551;0.2008490509;0.9516129032;1.7423631167;0.4355907792
WALDEMIR MOKA;1176;MS;2010;WALDEMIR MOKA;PMDB;MASCULINO;11762017;2017;0.0916666667;0.8275862069;0.2008490509;0.9846153846;11762017;66;254502.95;file_eleitos;2017;0.0916666667;0.8275862069;0.2008490509;0.9846153846;2.1047173091;0.5261793273
WALDEMIR MOKA;1176;MS;2010;WALDEMIR MOKA;PMDB;MASCULINO;11762011;2011;0.1390977444;0.3450704225;0.2008490509;0.9761904762;11762011;66;262031.37;file_eleitos;2011;0.1390977444;0.3450704225;0.2008490509;0.9761904762;1.661207694;0.4153019235
WALDEMIR MOKA;1176;MS;2010;WALDEMIR MOKA;PMDB;MASCULINO;11762013;2013;0.2430555556;0.1452991453;0.2008490509;0.9243697479;11762013;66;385304.89;file_eleitos;2013;0.2430555556;0.1452991453;0.2008490509;0.9243697479;1.5135734997;0.3783933749
WALDEMIR MOKA;1176;MS;2010;WALDEMIR MOKA;PMDB;MASCULINO;11762015;2015;0.3341232227;0.2875816993;0.2008490509;0.9921259843;11762015;66;317605.35;file_eleitos;2015;0.3341232227;0.2875816993;0.2008490509;0.9921259843;1.8146799573;0.4536699893
WALDEMIR MOKA;1176;MS;2010;WALDEMIR MOKA;PMDB;MASCULINO;11762012;2012;0.144486692;0.1946308725;0.2008490509;0.9523809524;11762012;66;333746.02;file_eleitos;2012;0.144486692;0.1946308725;0.2008490509;0.9523809524;1.4923475678;0.373086892
WALDEMIR MOKA;1176;MS;2010;WALDEMIR MOKA;PMDB;MASCULINO;11762016;2016;0.1985294118;0.3636363636;0.2008490509;0.989010989;11762016;66;265638.06;file_eleitos;2016;0.1985294118;0.3636363636;0.2008490509;0.989010989;1.7520258153;0.4380064538
ITAMAR FRANCO;1754;MG;2010;ITAMAR FRANCO;PPS;MASCULINO;17542011;2011;0.0601503759;0;0.2426878602;0.5;17542011;;0;file_eleitos;2011;0.0601503759;0;0.2426878602;0.5;0.8028382361;0.200709559
FERNANDO RIBEIRO;2632;PA;2010;FERNANDO RIBEIRO;PSDB;MASCULINO;26322015;2015;0.0663507109;0;0.2172492909;0.619047619;26322015;;0;file_eleitos;2015;0.0663507109;0;0.2172492909;0.619047619;0.9026476208;0.2256619052
DELCIDIO DO AMARAL;3360;MS;2010;DELCIDIO DO AMARAL;PT;MASCULINO;33602015;2015;0.2725118483;0.1176470588;0.3047560637;0.9133858268;33602015;63;243099.92;file_eleitos;2015;0.2725118483;0.1176470588;0.3047560637;0.9133858268;1.6083007977;0.4020751994
DELCIDIO DO AMARAL;3360;MS;2010;DELCIDIO DO AMARAL;PT;MASCULINO;33602011;2011;0.1766917293;0.2957746479;0.3047560637;0.9126984127;33602011;63;250104.89;file_eleitos;2011;0.1766917293;0.2957746479;0.3047560637;0.9126984127;1.6899208536;0.4224802134
DELCIDIO DO AMARAL;3360;MS;2010;DELCIDIO DO AMARAL;PT;MASCULINO;33602013;2013;0.1770833333;0.2051282051;0.3047560637;0.8319327731;33602013;63;321745.48;file_eleitos;2013;0.1770833333;0.2051282051;0.3047560637;0.8319327731;1.5189003753;0.3797250938
DELCIDIO DO AMARAL;3360;MS;2010;DELCIDIO DO AMARAL;PT;MASCULINO;33602014;2014;0.0424028269;0.0869565217;0.3047560637;0.8709677419;33602014;63;215269.29;file_eleitos;2014;0.0424028269;0.0869565217;0.3047560637;0.8709677419;1.3050831542;0.3262707886
DELCIDIO DO AMARAL;3360;MS;2010;DELCIDIO DO AMARAL;PT;MASCULINO;33602012;2012;0.174904943;0.2281879195;0.3047560637;0.880952381;33602012;63;306174.71;file_eleitos;2012;0.174904943;0.2281879195;0.3047560637;0.880952381;1.5888013071;0.3972003268
MARCELO CRIVELLA;3366;RJ;2010;MARCELO CRIVELLA;PRB;MASCULINO;33662012;2012;0.030418251;0.0738255034;0.1993477344;0.875;33662012;60;23282.3;file_eleitos;2012;0.030418251;0.0738255034;0.1993477344;0.875;1.1785914887;0.2946478722
MARCELO CRIVELLA;3366;RJ;2010;MARCELO CRIVELLA;PRB;MASCULINO;33662014;2014;0.1024734982;0.3188405797;0.1993477344;0;33662014;60;166400.77;file_eleitos;2014;0.1024734982;0.3188405797;0.1993477344;0;0.6206618123;0.1551654531
MARCELO CRIVELLA;3366;RJ;2010;MARCELO CRIVELLA;PRB;MASCULINO;33662015;2015;0.2180094787;0.3986928105;0.1993477344;0.842519685;33662015;60;379497.05;file_eleitos;2015;0.2180094787;0.3986928105;0.1993477344;0.842519685;1.6585697086;0.4146424271
MARCELO CRIVELLA;3366;RJ;2010;MARCELO CRIVELLA;PRB;MASCULINO;33662011;2011;0.3195488722;0.3802816901;0.1993477344;0.8333333333;33662011;60;262510.82;file_eleitos;2011;0.3195488722;0.3802816901;0.1993477344;0.8333333333;1.73251163;0.4331279075
MARCELO CRIVELLA;3366;RJ;2010;MARCELO CRIVELLA;PRB;MASCULINO;33662013;2013;0;0.0598290598;0.1993477344;0;33662013;;0;file_eleitos;2013;0;0.0598290598;0.1993477344;0;0.2591767942;0.0647941986
MARCELO CRIVELLA;3366;RJ;2010;MARCELO CRIVELLA;PRB;MASCULINO;33662016;2016;0.1029411765;0.0545454545;0.1993477344;0.8791208791;33662016;60;180992.11;file_eleitos;2016;0.1029411765;0.0545454545;0.1993477344;0.8791208791;1.2359552445;0.3089888111
VALDIR RAUPP;3372;RO;2010;VALDIR RAUPP;PMDB;MASCULINO;33722017;2017;0.1805555556;0.5862068966;0.2665982939;0.9846153846;33722017;63;409549.02;file_eleitos;2017;0.1805555556;0.5862068966;0.2665982939;0.9846153846;2.0179761307;0.5044940327
VALDIR RAUPP;3372;RO;2010;VALDIR RAUPP;PMDB;MASCULINO;33722015;2015;0.355450237;0.5947712418;0.2665982939;0.8897637795;33722015;63;413572.28;file_eleitos;2015;0.355450237;0.5947712418;0.2665982939;0.8897637795;2.1065835523;0.5266458881
VALDIR RAUPP;3372;RO;2010;VALDIR RAUPP;PMDB;MASCULINO;33722016;2016;0.1985294118;0.6;0.2665982939;0.8791208791;33722016;63;415018.64;file_eleitos;2016;0.1985294118;0.6;0.2665982939;0.8791208791;1.9442485848;0.4860621462
VALDIR RAUPP;3372;RO;2010;VALDIR RAUPP;PMDB;MASCULINO;33722014;2014;0.1872791519;0.884057971;0.2665982939;0.8230088496;33722014;63;415382.4;file_eleitos;2014;0.1872791519;0.884057971;0.2665982939;0.8230088496;2.1609442664;0.5402360666
VALDIR RAUPP;3372;RO;2010;VALDIR RAUPP;PMDB;MASCULINO;33722012;2012;0.174904943;0.389261745;0.2665982939;0.7956989247;33722012;63;275702.22;file_eleitos;2012;0.174904943;0.389261745;0.2665982939;0.7956989247;1.6264639066;0.4066159766
VALDIR RAUPP;3372;RO;2010;VALDIR RAUPP;PMDB;MASCULINO;33722011;2011;0.1052631579;0.6971830986;0.2665982939;0.8095238095;33722011;63;320470.38;file_eleitos;2011;0.1052631579;0.6971830986;0.2665982939;0.8095238095;1.8785683599;0.46964209
VALDIR RAUPP;3372;RO;2010;VALDIR RAUPP;PMDB;MASCULINO;33722013;2013;0.2847222222;0.7521367521;0.2665982939;0.8571428571;33722013;63;415382.4;file_eleitos;2013;0.2847222222;0.7521367521;0.2665982939;0.8571428571;2.1606001254;0.5401500314
JOAO CAPIBERIBE;3394;AP;2010;JOAO CAPIBERIBE;PSB;MASCULINO;33942012;2012;0.1596958175;0.255033557;0.1634792572;0.8412698413;33942012;71;448980.13;file_eleitos;2012;0.1596958175;0.255033557;0.1634792572;0.8412698413;1.419478473;0.3548696182
JOAO CAPIBERIBE;3394;AP;2010;JOAO CAPIBERIBE;PSB;MASCULINO;33942016;2016;0.2573529412;0.1636363636;0.1634792572;0.8131868132;33942016;71;502997.57;file_eleitos;2016;0.2573529412;0.1636363636;0.1634792572;0.8131868132;1.3976553752;0.3494138438
JOAO CAPIBERIBE;3394;AP;2010;JOAO CAPIBERIBE;PSB;MASCULINO;33942015;2015;0.4075829384;0.1307189542;0.1634792572;0.8897637795;33942015;71;513999.08;file_eleitos;2015;0.4075829384;0.1307189542;0.1634792572;0.8897637795;1.5915449293;0.3978862323
JOAO CAPIBERIBE;3394;AP;2010;JOAO CAPIBERIBE;PSB;MASCULINO;33942011;2011;0.0112781955;0.1549295775;0.1634792572;0.9603174603;33942011;71;35886.78;file_eleitos;2011;0.0112781955;0.1549295775;0.1634792572;0.9603174603;1.2900044905;0.3225011226
JOAO CAPIBERIBE;3394;AP;2010;JOAO CAPIBERIBE;PSB;MASCULINO;33942014;2014;0.1625441696;0.2028985507;0.1634792572;0.8629032258;33942014;71;395256.93;file_eleitos;2014;0.1625441696;0.2028985507;0.1634792572;0.8629032258;1.3918252033;0.3479563008
JOAO CAPIBERIBE;3394;AP;2010;JOAO CAPIBERIBE;PSB;MASCULINO;33942013;2013;0.2673611111;0.2222222222;0.1634792572;0.781512605;33942013;71;487372.71;file_eleitos;2013;0.2673611111;0.2222222222;0.1634792572;0.781512605;1.4345751956;0.3586437989
