% chave;CD_SENADOR;NM_UF;AN_ELEICAO;NM_SENADOR;SG_PARTIDO;CS_SEXO;% SENADOR_ID;AN_REFERENCIA;VL_IAU;VL_IRL;VL_IVOT;VL_IASS;senador_id_file_ceaps;QT_ANOS_IDADE;VL_REEMBOLSADO;ORIGEM
WILDERMORAIS2012;5070;GO;;WILDER MORAIS;DEM;;50702012;2012;0,068441064638783;0,13422818791946;0;0,95833333333333;50702012;;0;file_eleitos
AIRTONSANDOVAL2015;5140;;;AIRTON SANDOVAL;MDB;;51402015;2015;0;0,11111111111111;0;0;51402015;;0;file_eleitos
AIRTONSANDOVAL2012;5140;;;AIRTON SANDOVAL;MDB;;51402012;2012;0;0,0067114093959732;0;0;51402012;;0;file_eleitos
AIRTONSANDOVAL2013;5140;;;AIRTON SANDOVAL;MDB;;51402013;2013;0;0,025641025641026;0;0;51402013;;0;file_eleitos
AIRTONSANDOVAL2014;5140;;;AIRTON SANDOVAL;MDB;;51402014;2014;0;0,028985507246377;0;0;51402014;;0;file_eleitos
AIRTONSANDOVAL2016;5140;;;AIRTON SANDOVAL;MDB;;51402016;2016;0;0,18181818181818;0;0;51402016;;0;file_eleitos
AIRTONSANDOVAL2017;5140;SP;;AIRTON SANDOVAL;MDB;;51402017;2017;0,15833333333333;0,32758620689655;0;0,96610169491525;51402017;;0;file_eleitos
JOSEMEDEIROS2013;5112;;;JOSE MEDEIROS;PODE;;51122013;2013;0;0,094017094017094;0;0;51122013;;0;file_eleitos
JOSEMEDEIROS2016;5112;MT;;JOSE MEDEIROS;PODE;;51122016;2016;0,47426470588235;0,47272727272727;0;0,89010989010989;51122016;;0;file_eleitos
JOSEMEDEIROS2011;5112;;;JOSE MEDEIROS;PODE;;51122011;2011;0;0,056338028169014;0;0;51122011;;0;file_eleitos
JOSEMEDEIROS2017;5112;MT;;JOSE MEDEIROS;PODE;;51122017;2017;0,30555555555556;0,41379310344828;0;0,83076923076923;51122017;;0;file_eleitos
JOSEMEDEIROS2015;5112;MT;;JOSE MEDEIROS;PODE;;51122015;2015;0,52843601895735;0,35294117647059;0;0,88188976377953;51122015;;0;file_eleitos
JOSEMEDEIROS2012;5112;;;JOSE MEDEIROS;PODE;;51122012;2012;0;0,053691275167785;0;0;51122012;;0;file_eleitos
JOSEMEDEIROS2014;5112;;;JOSE MEDEIROS;PODE;;51122014;2014;0;0,31884057971014;0;0;51122014;;0;file_eleitos
JOSEANIBAL2016;878;SP;;JOSE ANIBAL;PSDB;;8782016;2016;0,11029411764706;0,018181818181818;0;0,96363636363636;8782016;;0;file_eleitos
JOSEANIBAL2014;878;;;JOSE ANIBAL;PSDB;;8782014;2014;0;0,028985507246377;0;0;8782014;;0;file_eleitos
JOSEANIBAL2017;878;SP;;JOSE ANIBAL;PSDB;;8782017;2017;0,013888888888889;0;0;1;8782017;;0;file_eleitos
PAULODAVIM2012;5020;RN;;PAULO DAVIM;PV;;50202012;2012;0,36121673003802;0,12080536912752;0;0,92063492063492;50202012;58;223172,68;file_eleitos
PAULODAVIM2014;5020;;;PAULO DAVIM;PV;;50202014;2014;0,15547703180212;0,14492753623188;0;0;50202014;58;216140,91;file_eleitos
PAULODAVIM2011;5020;RN;;PAULO DAVIM;PV;;50202011;2011;0,15789473684211;0,24647887323944;0;0,78571428571429;50202011;58;196138,41;file_eleitos
PAULODAVIM2013;5020;;;PAULO DAVIM;PV;;50202013;2013;0,24652777777778;0,14529914529915;0;0;50202013;58;265241,35;file_eleitos
LAUROANTONIO2014;5156;;;LAURO ANTONIO;PR;;51562014;2014;0,0070671378091873;0;0;0;51562014;;0;file_eleitos
LAUROANTONIO2011;5156;SE;;LAURO ANTONIO;PR;;51562011;2011;0,015037593984962;0,070422535211268;0;0,99206349206349;51562011;59;19345,6;file_eleitos
LAUROANTONIO2012;5156;SE;;LAURO ANTONIO;PR;;51562012;2012;0,064638783269962;0,0067114093959732;0;1;51562012;59;69348,25;file_eleitos
JORGEAFONSOARGELLO2011;4776;;;GIM ARGELLO;PTB;;47762011;2011;0,1390977443609;0,37323943661972;0;0;47762011;56;240467,43;file_eleitos
JORGEAFONSOARGELLO2013;4776;;;GIM ARGELLO;PTB;;47762013;2013;0,28472222222222;0,41880341880342;0;0;47762013;56;232960,74;file_eleitos
JORGEAFONSOARGELLO2014;4776;;;GIM ARGELLO;PTB;;47762014;2014;0,16254416961131;0,26086956521739;0;0;47762014;56;247450;file_eleitos
JORGEAFONSOARGELLO2012;4776;;;GIM ARGELLO;PTB;;47762012;2012;0,27376425855513;0,48993288590604;0;0;47762012;56;252144,47;file_eleitos
LOBAOFILHO2013;3579;MA;;LOBAO FILHO;MDB;;35792013;2013;0,14583333333333;0,5042735042735;0;0,84873949579832;35792013;54;281126,22;file_eleitos
LOBAOFILHO2012;3579;MA;;LOBAO FILHO;MDB;;35792012;2012;0,08745247148289;0,26845637583893;0;0,6031746031746;35792012;54;244626,74;file_eleitos
LOBAOFILHO2011;3579;MA;;LOBAO FILHO;MDB;;35792011;2011;0,097744360902256;0,51408450704225;0;0,53174603174603;35792011;54;173262,64;file_eleitos
LOBAOFILHO2014;3579;;;LOBAO FILHO;MDB;;35792014;2014;0,095406360424028;0,21739130434783;0;0;35792014;54;241031,15;file_eleitos
MARINORBRITO2011;4998;PA;;MARINOR BRITO;PSOL;;49982011;2011;0,20676691729323;0,091549295774648;0;0,6031746031746;49982011;59;332638,96;file_eleitos
GEOVANIBORGES2011;4522;AP;;GEOVANI BORGES;MDB;;45222011;2011;0,056390977443609;0,02112676056338;0;0,86734693877551;45222011;65;315031,42;file_eleitos
REDITARIOCASSOL2011;5072;RO;;REDITARIO CASSOL;PP;;50722011;2011;0,048872180451128;0,049295774647887;0;0,93181818181818;50722011;82;133130,03;file_eleitos
REDITARIOCASSOL2014;5072;;;REDITARIO CASSOL;PP;;50722014;2014;0,0070671378091873;0;0;0;50722014;;0;file_eleitos
GILVAMBORGES2011;30;AP;;GILVAM BORGES;MDB;;302011;2011;0,015037593984962;0;0;0,69354838709677;302011;60;44730;file_eleitos
JOAOPEDRO2011;4774;AM;;JOAO PEDRO;PT;;47742011;2011;0,071428571428571;0,063380281690141;0;0,9016393442623;47742011;66;65268,25;file_eleitos
ANTONIORUSSO2013;4891;;;ANTONIO RUSSO;PR;;48912013;2013;0,010416666666667;0;0;0;48912013;77;16688,73;file_eleitos
ANTONIORUSSO2014;4891;;;ANTONIO RUSSO;PR;;48912014;2014;0,0070671378091873;0;0;0;48912014;;0;file_eleitos
ANTONIORUSSO2011;4891;MS;;ANTONIO RUSSO;PR;;48912011;2011;0,022556390977444;0,077464788732394;0;0,94520547945205;48912011;77;155519,33;file_eleitos
ANTONIORUSSO2012;4891;MS;;ANTONIO RUSSO;PR;;48912012;2012;0,041825095057034;0,020134228187919;0;0,58730158730159;48912012;77;250871,02;file_eleitos
CASILDOMALDANER2013;13;SC;;CASILDO MALDANER;MDB;;132013;2013;0,21527777777778;0,1025641025641;0;0,89075630252101;132013;76;315005,08;file_eleitos
CASILDOMALDANER2014;13;PMDB;;CASILDO MALDANER;MDB;;132014;2014;0,12720848056537;0,057971014492754;0;0,89516129032258;132014;76;326156,25;file_eleitos
CASILDOMALDANER2012;13;SC;;CASILDO MALDANER;MDB;;132012;2012;0,22053231939163;0,21476510067114;0;0,91269841269841;132012;76;291071,25;file_eleitos
CASILDOMALDANER2011;13;SC;;CASILDO MALDANER;MDB;;132011;2011;0,11654135338346;0,19718309859155;0;0,88888888888889;132011;76;227057,03;file_eleitos
ANIBALDINIZ2012;4837;AC;;ANIBAL DINIZ;PT;;48372012;2012;0,25855513307985;0,53020134228188;0;0,93650793650794;48372012;55;413930,95;file_eleitos
ANIBALDINIZ2011;4837;AC;;ANIBAL DINIZ;PT;;48372011;2011;0,15413533834586;0,7112676056338;0;0,94444444444444;48372011;55;274017,19;file_eleitos
ANIBALDINIZ2013;4837;AC;;ANIBAL DINIZ;PT;;48372013;2013;0,31944444444444;0,64957264957265;0;0,90756302521008;48372013;55;463830;file_eleitos
ANIBALDINIZ2014;4837;PT;;ANIBAL DINIZ;PT;;48372014;2014;0,21554770318021;0,57971014492754;0;0,92741935483871;48372014;55;379667,52;file_eleitos
WILSONSANTIAGO2011;3811;;;WILSON SANTIAGO;MDB;;38112011;2011;0,067669172932331;0,02112676056338;0;0;38112011;61;282758,27;file_eleitos
ANARITA2011;4869;ES;;ANA RITA;PT;;48692011;2011;0,17669172932331;0,35915492957746;0;0,91269841269841;48692011;60;249877,97;file_eleitos
ANARITA2014;4869;PT;;ANA RITA;PT;;48692014;2014;0,3356890459364;0,30434782608696;0;0,91935483870968;48692014;60;294237,27;file_eleitos
ANARITA2013;4869;ES;;ANA RITA;PT;;48692013;2013;0,375;0,23931623931624;0;0,94957983193277;48692013;60;315342,57;file_eleitos
ANARITA2012;4869;ES;;ANA RITA;PT;;48692012;2012;0,24714828897338;0,1744966442953;0;0,8968253968254;48692012;60;299559,01;file_eleitos
CYROMIRANDA2014;4877;PSDB;;CYRO MIRANDA;PSDB;;48772014;2014;0,38162544169611;0,26086956521739;0;0,91935483870968;48772014;72;251617,46;file_eleitos
CYROMIRANDA2011;4877;GO;;CYRO MIRANDA;PSDB;;48772011;2011;0,30075187969925;1;0;0,92063492063492;48772011;72;231160,95;file_eleitos
CYROMIRANDA2013;4877;GO;;CYRO MIRANDA;PSDB;;48772013;2013;0,4375;0,27350427350427;0;0,85714285714286;48772013;72;228248,94;file_eleitos
CYROMIRANDA2012;4877;GO;;CYRO MIRANDA;PSDB;;48772012;2012;0,39163498098859;1;0;0,98412698412698;48772012;72;242630,49;file_eleitos
CLESIOANDRADE2013;4895;MG;;CLESIO ANDRADE;MDB;;48952013;2013;0,23263888888889;0,05982905982906;0;0,77310924369748;48952013;65;118713,24;file_eleitos
CLESIOANDRADE2011;4895;MG;;CLESIO ANDRADE;MDB;;48952011;2011;0,082706766917293;0,091549295774648;0;0,85714285714286;48952011;65;100085,27;file_eleitos
CLESIOANDRADE2014;4895;PDT;;CLESIO ANDRADE;MDB;;48952014;2014;0,056537102473498;0,028985507246377;0;0,83870967741936;48952014;65;71148,13;file_eleitos
CLESIOANDRADE2012;4895;MG;;CLESIO ANDRADE;MDB;;48952012;2012;0,18250950570342;0,046979865771812;0;0,88095238095238;48952012;65;130681,07;file_eleitos
JOAOCOSTA2012;5166;TO;;JOAO COSTA;PPL;;51662012;2012;0,045627376425856;0,026845637583893;0;0,95833333333333;51662012;;0;file_eleitos
JOAOCOSTA2013;5166;TO;;JOAO COSTA;PPL;;51662013;2013;0,045138888888889;0;0;0,80645161290323;51662013;;0;file_eleitos
JOAOCOSTA2011;5166;;;JOAO COSTA;PPL;;51662011;2011;0;0,02112676056338;0;0;51662011;;0;file_eleitos
ANTONIOCARLOSRODRIGUES2012;5150;SP;;ANTONIO CARLOS RODRIGUES;PR;;51502012;2012;0,011406844106464;0,080536912751678;0;0,92;51502012;;0;file_eleitos
ANTONIOCARLOSRODRIGUES2014;5150;;;ANTONIO CARLOS RODRIGUES;PR;;51502014;2014;0,1095406360424;0,057971014492754;0;0;51502014;;0;file_eleitos
ANTONIOCARLOSRODRIGUES2013;5150;SP;;ANTONIO CARLOS RODRIGUES;PR;;51502013;2013;0,15972222222222;0,11965811965812;0;0,89075630252101;51502013;;0;file_eleitos
ANTONIOCARLOSRODRIGUES2011;5150;;;ANTONIO CARLOS RODRIGUES;PR;;51502011;2011;0;0,063380281690141;0;0;51502011;;0;file_eleitos
IVONETEDANTAS2014;4937;;;IVONETE DANTAS;MDB;;49372014;2014;0,067137809187279;0;0;0;49372014;59;227841,06;file_eleitos
IVONETEDANTAS2012;4937;RN;;IVONETE DANTAS;MDB;;49372012;2012;0,0076045627376426;0,0067114093959732;0;0,93333333333333;49372012;59;35294,97;file_eleitos
IVONETEDANTAS2011;4937;RN;;IVONETE DANTAS;MDB;;49372011;2011;0;0,028169014084507;0;1;49372011;59;11133,19;file_eleitos
ASSISGURGACZ2012;4983;RO;;ASSIS GURGACZ;PDT;;49832012;2012;0,034220532319392;0,0067114093959732;0;0,9;49832012;;0;file_eleitos
ASSISGURGACZ2011;4983;;;ASSIS GURGACZ;PDT;;49832011;2011;0;0,0070422535211268;0;0;49832011;;0;file_eleitos
MARCOANTONIO2011;4788;;;MARCO ANTONIO;PSL;;47882011;2011;0;0,02112676056338;0;0;47882011;;0;file_eleitos
MARCOANTONIO2012;4788;;;MARCO ANTONIO;PSL;;47882012;2012;0,045627376425856;0,026845637583893;0;0;47882012;;0;file_eleitos
TOMASCORREIA2012;4949;RO;;TOMAS CORREIA;MDB;;49492012;2012;0,091254752851711;0,19463087248322;0;0,90909090909091;49492012;;0;file_eleitos
TOMASCORREIA2011;4949;;;TOMAS CORREIA;MDB;;49492011;2011;0;0,049295774647887;0;0;49492011;;0;file_eleitos
CLOVISFECURY2011;3881;MA;;CLOVIS FECURY;DEM;;38812011;2011;0;0,028169014084507;0;0,81746031746032;38812011;49;94662,07;file_eleitos
CLOVISFECURY2012;3881;MA;;CLOVIS FECURY;DEM;;38812012;2012;0,0076045627376426;0,0067114093959732;0;0,46666666666667;38812012;49;248503,88;file_eleitos
OSVALDOSOBRINHO2013;1210;MT;;OSVALDO SOBRINHO;PTB;;12102013;2013;0,10416666666667;0,15384615384615;0;0,86842105263158;12102013;;0;file_eleitos
OSVALDOSOBRINHO2012;1210;;;OSVALDO SOBRINHO;PTB;;12102012;2012;0;0,0067114093959732;0;0;12102012;;0;file_eleitos
OSVALDOSOBRINHO2011;1210;;;OSVALDO SOBRINHO;PTB;;12102011;2011;0;0,0070422535211268;0;0;12102011;;0;file_eleitos
NILDAGONDIM2015;5281;;;NILDA GONDIM;MDB;;52812015;2015;0,0023696682464455;0;0;0;52812015;;0;file_eleitos
NILDAGONDIM2013;5281;;;NILDA GONDIM;MDB;;52812013;2013;0,0034722222222222;0,16239316239316;0;0;52812013;;0;file_eleitos
NILDAGONDIM2014;5281;;;NILDA GONDIM;MDB;;52812014;2014;0,010600706713781;0;0;0;52812014;;0;file_eleitos
NILDAGONDIM2012;5281;;;NILDA GONDIM;MDB;;52812012;2012;0;0,1006711409396;0;0;52812012;;0;file_eleitos
NILDAGONDIM2011;5281;;;NILDA GONDIM;MDB;;52812011;2011;0;0,17605633802817;0;0;52812011;;0;file_eleitos
SODRESANTORO2011;4957;;;SODRE SANTORO;PTB;;49572011;2011;0;0,035211267605634;0;0;49572011;;0;file_eleitos
SODRESANTORO2013;4957;RR;;SODRE SANTORO;PTB;;49572013;2013;0,072916666666667;0;0;0,84615384615385;49572013;;0;file_eleitos
RUBENFIGUEIRO2014;4893;;;RUBEN FIGUEIRO;PSDB;;48932014;2014;0,31448763250883;0,057971014492754;0;0;48932014;;0;file_eleitos
RUBENFIGUEIRO2011;4893;;;RUBEN FIGUEIRO;PSDB;;48932011;2011;0;0,0070422535211268;0;0;48932011;;0;file_eleitos
RUBENFIGUEIRO2013;4893;MS;;RUBEN FIGUEIRO;PSDB;;48932013;2013;0,28472222222222;0,085470085470085;0;0,99159663865546;48932013;;0;file_eleitos
ODACIRSOARES2014;64;;;ODACIR SOARES;PP;;642014;2014;0,070671378091873;0,028985507246377;0;0;642014;;0;file_eleitos
ODACIRSOARES2013;64;;;ODACIR SOARES;PP;;642013;2013;0;0,017094017094017;0;0;642013;;0;file_eleitos
ODACIRSOARES2012;64;;;ODACIR SOARES;PP;;642012;2012;0;0,0067114093959732;0;0;642012;;0;file_eleitos
WILSONMATOS2013;4772;;;WILSON MATOS;PSDB;;47722013;2013;0;0,025641025641026;0;0;47722013;;0;file_eleitos
WILSONMATOS2014;4772;;;WILSON MATOS;PSDB;;47722014;2014;0,074204946996466;0,014492753623188;0;0;47722014;;0;file_eleitos
FLEURY2014;4873;;;FLEURY;DEM;;48732014;2014;0,081272084805654;0;0;0;48732014;;0;file_eleitos
DOUGLASCINTRA2012;5178;;;DOUGLAS CINTRA;PTB;;51782012;2012;0;0,087248322147651;0;0;51782012;;0;file_eleitos
DOUGLASCINTRA2015;5178;PE;;DOUGLAS CINTRA;PTB;;51782015;2015;0,22037914691943;0,44444444444444;0;0,74803149606299;51782015;;0;file_eleitos
DOUGLASCINTRA2014;5178;;;DOUGLAS CINTRA;PTB;;51782014;2014;0,045936395759717;0,2463768115942;0;0;51782014;;0;file_eleitos
DOUGLASCINTRA2013;5178;;;DOUGLAS CINTRA;PTB;;51782013;2013;0;0,11965811965812;0;0;51782013;;0;file_eleitos
DOUGLASCINTRA2011;5178;;;DOUGLAS CINTRA;PTB;;51782011;2011;0;0,1056338028169;0;0;51782011;;0;file_eleitos
DOUGLASCINTRA2016;5178;;;DOUGLAS CINTRA;PTB;;51782016;2016;0,080882352941176;0,18181818181818;0;0;51782016;;0;file_eleitos
KAKAANDRADE2014;5158;;;KAKA ANDRADE;PDT;;51582014;2014;0,095406360424028;0,014492753623188;0;0;51582014;;0;file_eleitos
KAKAANDRADE2013;5158;;;KAKA ANDRADE;PDT;;51582013;2013;0;0,025641025641026;0;0;51582013;;0;file_eleitos
ANTONIOAURELIANO2014;4897;;;ANTONIO AURELIANO;PSDB;;48972014;2014;0,098939929328622;0,043478260869565;0;0;48972014;;0;file_eleitos
EDUARDOAZEREDO2015;3400;;;EDUARDO AZEREDO;PSDB;;34002015;2015;0,0023696682464455;0;0;0;34002015;;0;file_eleitos
SANDRABRAGA2011;5038;;;SANDRA BRAGA;MDB;;50382011;2011;0;0,014084507042254;0;0;50382011;;0;file_eleitos
SANDRABRAGA2015;5038;AM;;SANDRA BRAGA;MDB;;50382015;2015;0,17535545023697;0,18300653594771;0;0,8740157480315;50382015;;0;file_eleitos
SANDRABRAGA2013;5038;;;SANDRA BRAGA;MDB;;50382013;2013;0;0,034188034188034;0;0;50382013;;0;file_eleitos
SANDRABRAGA2016;5038;;;SANDRA BRAGA;MDB;;50382016;2016;0,018382352941176;0;0;0;50382016;;0;file_eleitos
SANDRABRAGA2012;5038;;;SANDRA BRAGA;MDB;;50382012;2012;0;0,0067114093959732;0;0;50382012;;0;file_eleitos
SANDRABRAGA2014;5038;;;SANDRA BRAGA;MDB;;50382014;2014;0;0,11594202898551;0;0;50382014;;0;file_eleitos
DONIZETINOGUEIRA2015;5637;TO;;DONIZETI NOGUEIRA;PT;;56372015;2015;0,40521327014218;0,10457516339869;0;0,92913385826772;56372015;;0;file_eleitos
DONIZETINOGUEIRA2016;5637;;;DONIZETI NOGUEIRA;PT;;56372016;2016;0,095588235294118;0,054545454545455;0;0;56372016;;0;file_eleitos
DONIZETINOGUEIRA2012;5637;;;DONIZETI NOGUEIRA;PT;;56372012;2012;0;0,040268456375839;0;0;56372012;;0;file_eleitos
DONIZETINOGUEIRA2011;5637;;;DONIZETI NOGUEIRA;PT;;56372011;2011;0;0,02112676056338;0;0;56372011;;0;file_eleitos
DONIZETINOGUEIRA2013;5637;;;DONIZETI NOGUEIRA;PT;;56372013;2013;0;0,068376068376068;0;0;56372013;;0;file_eleitos
DONIZETINOGUEIRA2014;5637;;;DONIZETI NOGUEIRA;PT;;56372014;2014;0;0,23188405797101;0;0;56372014;;0;file_eleitos
RICARDOFRANCO2016;5635;SE;;RICARDO FRANCO;DEM;;56352016;2016;0,10661764705882;0,090909090909091;0;0,52272727272727;56352016;;0;file_eleitos
RICARDOFRANCO2014;5635;;;RICARDO FRANCO;DEM;;56352014;2014;0;0,014492753623188;0;0;56352014;;0;file_eleitos
RICARDOFRANCO2015;5635;SE;;RICARDO FRANCO;DEM;;56352015;2015;0,014218009478673;0,058823529411765;0;0,86666666666667;56352015;;0;file_eleitos
RICARDOFRANCO2012;5635;;;RICARDO FRANCO;DEM;;56352012;2012;0;0,0067114093959732;0;0;56352012;;0;file_eleitos
RICARDOFRANCO2011;5635;;;RICARDO FRANCO;DEM;;56352011;2011;0;0,014084507042254;0;0;56352011;;0;file_eleitos
HERACLITOFORTES2015;740;;;HERACLITO FORTES;DEM;;7402015;2015;0,0023696682464455;0;0;0;7402015;;0;file_eleitos
VIRGINIODECARVALHO2016;4786;SE;;VIRGINIO DE CARVALHO;PSC;;47862016;2016;0,044117647058824;0;0;0,84210526315789;47862016;;0;file_eleitos
PASTORVALADARES2014;5617;;;PASTOR VALADARES;PDT;;56172014;2014;0;0,014492753623188;0;0;56172014;;0;file_eleitos
PASTORVALADARES2013;5617;;;PASTOR VALADARES;PDT;;56172013;2013;0;0,0085470085470085;0;0;56172013;;0;file_eleitos
PASTORVALADARES2015;5617;;;PASTOR VALADARES;PDT;;56172015;2015;0;0,0065359477124183;0;0;56172015;;0;file_eleitos
PASTORVALADARES2016;5617;RO;;PASTOR VALADARES;PDT;;56172016;2016;0,073529411764706;0,12727272727273;0;0,95;56172016;;0;file_eleitos
GILBERTOPISELO2016;5615;;;GILBERTO PISELO;PDT;;56152016;2016;0,0073529411764706;0;0;0;56152016;;0;file_eleitos
DECA2014;5199;;;DECA;PSDB;;51992014;2014;0;0,014492753623188;0;0;51992014;;0;file_eleitos
DECA2015;5199;;;DECA;PSDB;;51992015;2015;0;0,058823529411765;0;0;51992015;;0;file_eleitos
DECA2016;5199;PB;;DECA;PSDB;;51992016;2016;0,077205882352941;0,090909090909091;0;0,91666666666667;51992016;;0;file_eleitos
PINTOITAMARATY2016;4606;MA;;PINTO ITAMARATY;PSDB;;46062016;2016;0,018382352941176;0,072727272727273;0;0,8;46062016;;0;file_eleitos
PINTOITAMARATY2015;4606;;;PINTO ITAMARATY;PSDB;;46062015;2015;0;0,013071895424837;0;0;46062015;;0;file_eleitos
RODRIGUESPALMA2014;5110;;;RODRIGUES PALMA;PR;;51102014;2014;0;0,028985507246377;0;0;51102014;;0;file_eleitos
RODRIGUESPALMA2017;5110;;;RODRIGUES PALMA;PR;;51102017;2017;0;0,17241379310345;0;0;51102017;;0;file_eleitos
RODRIGUESPALMA2012;5110;;;RODRIGUES PALMA;PR;;51102012;2012;0;0,0067114093959732;0;0;51102012;;0;file_eleitos
RODRIGUESPALMA2015;5110;;;RODRIGUES PALMA;PR;;51102015;2015;0;0,0065359477124183;0;0;51102015;;0;file_eleitos
RODRIGUESPALMA2016;5110;;;RODRIGUES PALMA;PR;;51102016;2016;0;0,036363636363636;0;0;51102016;;0;file_eleitos
RODRIGUESPALMA2013;5110;;;RODRIGUES PALMA;PR;;51102013;2013;0;0,0085470085470085;0;0;51102013;;0;file_eleitos
JOSEAMAURI2016;5849;;;JOSE AMAURI;PODE;;58492016;2016;0;0,036363636363636;0;0;58492016;;0;file_eleitos
JOSEAMAURI2015;5849;;;JOSE AMAURI;PODE;;58492015;2015;0;0,0065359477124183;0;0;58492015;;0;file_eleitos
JOSEAMAURI2012;5849;;;JOSE AMAURI;PODE;;58492012;2012;0;0,0067114093959732;0;0;58492012;;0;file_eleitos
RUDSONLEITE2015;5621;;;RUDSON LEITE;PV;;56212015;2015;0;0,0065359477124183;0;0;56212015;;0;file_eleitos
;3622;;;ADELMIR SANTANA;;;36222011;2011;0;0;0;0;36222011;73;15000;file_CEAPS
;3651;;;ALFREDO COTAIT;;;36512011;2011;0;0;0;0;36512011;71;15000;file_CEAPS
;4527;;;ALFREDO NASCIMENTO;;;45272015;2015;0;0;0;0;45272015;66;20083,63;file_CEAPS
;3433;;;ALMEIDA LIMA;;;34332011;2011;0;0;0;0;34332011;64;15000;file_CEAPS
;4869;;;ANA RITA;;;48692015;2015;0;0;0;0;48692015;60;9189,45;file_CEAPS
;4837;;;ANIBAL DINIZ;;;48372015;2015;0;0;0;0;48372015;55;21160,45;file_CEAPS
;118;;;ANTONIO CARLOS JUNIOR;;;1182011;2011;0;0;0;0;1182011;65;14941,47;file_CEAPS
;3432;;;AUGUSTO BOTELHO;;;34322011;2011;0;0;0;0;34322011;70;14700;file_CEAPS
;13;;;CASILDO MALDANER;;;132015;2015;0;0;0;0;132015;76;14608,15;file_CEAPS
;4529;;;CICERO LUCENA;;;45292015;2015;0;0;0;0;45292015;61;11768,01;file_CEAPS
;4877;;;CYRO MIRANDA;;;48772015;2015;0;0;0;0;48772015;72;21045,2;file_CEAPS
;3637;;;DANIMAR CRISTINA;;;36372011;2011;0;0;0;0;36372011;62;14643,61;file_CEAPS
;3400;;;EDUARDO AZEREDO;;;34002011;2011;0;0;0;0;34002011;70;15000;file_CEAPS
;17;;;EDUARDO SUPLICY;;;172015;2015;0;0;0;0;172015;77;20304,23;file_CEAPS
;707;;;EFRAIM MORAIS;;;7072011;2011;0;0;0;0;7072011;66;14997;file_CEAPS
;20;;;EPITACIO CAFETEIRA;;;202015;2015;0;0;0;0;202015;94;1865,95;file_CEAPS
;3392;;;GERALDO MESQUITA JUNIOR;;;33922011;2011;0;0;0;0;33922011;69;793,25;file_CEAPS
;28;;;GERSON CAMATA;;;282011;2011;0;0;0;0;282011;77;4589,98;file_CEAPS
;3626;;;GILBERTO GOELLNER;;;36262011;2011;0;0;0;0;36262011;71;5370,85;file_CEAPS
;1179;;;HELIO COSTA;;;11792011;2011;0;0;0;0;11792011;79;12466,28;file_CEAPS
;740;;;HERACLITO FORTES;;;7402011;2011;0;0;0;0;7402011;68;15000;file_CEAPS
;613;;;INACIO ARRUDA;;;6132015;2015;0;0;0;0;6132015;61;32604,19;file_CEAPS
;4937;;;IVONETE DANTAS;;;49372015;2015;0;0;0;0;49372015;59;18459,62;file_CEAPS
;4545;;;JARBAS VASCONCELOS;;;45452015;2015;0;0;0;0;45452015;76;21775,93;file_CEAPS
;4531;;;JAYME CAMPOS;;;45312015;2015;0;0;0;0;45312015;67;7991,79;file_CEAPS
;4792;;;JEFFERSON PRAIA;;;47922011;2011;0;0;0;0;47922011;59;1234,92;file_CEAPS
;4537;;;JOAO DURVAL;;;45372015;2015;0;0;0;0;45372015;89;17998,64;file_CEAPS
;3593;;;JOAO FAUSTINO;;;35932011;2011;0;0;0;0;35932011;76;9447,8;file_CEAPS
;3652;;;JOAO TENORIO;;;36522011;2011;0;0;0;0;36522011;74;3103,88;file_CEAPS
;4541;;;JOAO VICENTE CLAUDINO;;;45412015;2015;0;0;0;0;45412015;55;38834,45;file_CEAPS
;4547;;;JOSE NERY;;;45472011;2011;0;0;0;0;45472011;59;14399,15;file_CEAPS
;3643;;;LUIZ CARLOS;;;36432011;2011;0;0;0;0;36432011;62;13326,1;file_CEAPS
;3364;;;MAO SANTA;;;33642011;2011;0;0;0;0;33642011;75;15000;file_CEAPS
;59;;;MARINA SILVA;;;592011;2011;0;0;0;0;592011;60;6489,54;file_CEAPS
;4539;;;MARIO COUTO;;;45392015;2015;0;0;0;0;45392015;72;4016,6;file_CEAPS
;3644;;;NEUTO DE CONTO;;;36442011;2011;0;0;0;0;36442011;80;15000;file_CEAPS
;66;;;OSMAR DIAS;;;662011;2011;0;0;0;0;662011;66;15000;file_CEAPS
;3393;;;PAPALEO PAES;;;33932011;2011;0;0;0;0;33932011;66;618,8;file_CEAPS
;3397;;;PATRICIA SABOYA GOMES;;;33972011;2011;0;0;0;0;33972011;55;14030,19;file_CEAPS
;68;;;PEDRO SIMON;;;682015;2015;0;0;0;0;682015;88;8767;file_CEAPS
;3631;;;ROBERTO CAVALCANTI;;;36312011;2011;0;0;0;0;36312011;72;4179,16;file_CEAPS
;5048;;;SERGIO SOUZA;;;50482014;2014;0;0;0;0;50482014;47;23655,25;file_CEAPS
;3375;;;SERGIO ZAMBIASI;;;33752011;2011;0;0;0;0;33752011;69;7861,7;file_CEAPS
;3362;;;SERYS SLHESSARENKO;;;33622011;2011;0;0;0;0;33622011;73;14429,31;file_CEAPS
;3629;;;VALTER PEREIRA;;;36292011;2011;0;0;0;0;36292011;74;11876,27;file_CEAPS
