% chave;CD_SENADOR;NM_UF;AN_ELEICAO;NM_SENADOR;SG_PARTIDO;CS_SEXO;% SENADOR_ID;AN_REFERENCIA;VL_IAU;VL_IRL;VL_IVOT;VL_IASS;senador_id_file_ceaps;QT_ANOS_IDADE;VL_REEMBOLSADO;ORIGEM
MARTASUPLICY2013;5000;SP;2010;MARTA SUPLICY;PT;FEMININO;50002013;2013;0;0,042735042735043;0,18436748431629;0;50002013;;0;file_eleitos
MARTASUPLICY2012;5000;SP;2010;MARTA SUPLICY;PT;FEMININO;50002012;2012;0,1254752851711;0,073825503355705;0,18436748431629;0,92;50002012;73;187381,91;file_eleitos
MARTASUPLICY2015;5000;SP;2010;MARTA SUPLICY;PT;FEMININO;50002015;2015;0,20142180094787;0,18300653594771;0,18436748431629;0,90551181102362;50002015;73;205920,65;file_eleitos
MARTASUPLICY2016;5000;SP;2010;MARTA SUPLICY;PT;FEMININO;50002016;2016;0,11764705882353;0,25454545454545;0,18436748431629;0,75824175824176;50002016;73;291299,63;file_eleitos
LUIZHENRIQUE2015;5002;SC;2010;LUIZ HENRIQUE;PMDB;MASCULINO;50022015;2015;0,10189573459716;0,0065359477124183;0,2548175938248;0,47368421052632;50022015;78;114444,54;file_eleitos
LUIZHENRIQUE2011;5002;SC;2010;LUIZ HENRIQUE;PMDB;MASCULINO;50022011;2011;0,15789473684211;0,38732394366197;0,2548175938248;0,85714285714286;50022011;78;203555,41;file_eleitos
LUIZHENRIQUE2013;5002;SC;2010;LUIZ HENRIQUE;PMDB;MASCULINO;50022013;2013;0,32638888888889;0,38461538461538;0,2548175938248;0,76470588235294;50022013;78;331428,26;file_eleitos
LUIZHENRIQUE2014;5002;SC;2010;LUIZ HENRIQUE;PMDB;MASCULINO;50022014;2014;0,16254416961131;0,40579710144928;0,2548175938248;0,78225806451613;50022014;78;341506,33;file_eleitos
LUIZHENRIQUE2012;5002;SC;2010;LUIZ HENRIQUE;PMDB;MASCULINO;50022012;2012;0,13688212927757;0,30201342281879;0,2548175938248;0,73809523809524;50022012;78;282551,04;file_eleitos
IVOCASSOL2012;5004;RO;2010;IVO CASSOL;PP;MASCULINO;50042012;2012;0,20152091254753;0,40939597315436;0,25146196563495;0,9047619047619;50042012;59;415256,7;file_eleitos
IVOCASSOL2015;5004;RO;2010;IVO CASSOL;PP;MASCULINO;50042015;2015;0,19905213270142;0,11764705882353;0,25146196563495;0,78740157480315;50042015;59;415182,4;file_eleitos
IVOCASSOL2013;5004;RO;2010;IVO CASSOL;PP;MASCULINO;50042013;2013;0,18055555555556;0,25641025641026;0,25146196563495;0,87394957983193;50042013;59;415382,4;file_eleitos
IVOCASSOL2014;5004;RO;2010;IVO CASSOL;PP;MASCULINO;50042014;2014;0,095406360424028;0,23188405797101;0,25146196563495;0,88073394495413;50042014;59;292140,19;file_eleitos
IVOCASSOL2016;5004;RO;2010;IVO CASSOL;PP;MASCULINO;50042016;2016;0,15073529411765;0,2;0,25146196563495;0,85714285714286;50042016;59;413382,4;file_eleitos
IVOCASSOL2017;5004;RO;2010;IVO CASSOL;PP;MASCULINO;50042017;2017;0,12222222222222;0,017241379310345;0,25146196563495;0,95384615384615;50042017;59;410696,19;file_eleitos
IVOCASSOL2011;5004;RO;2010;IVO CASSOL;PP;MASCULINO;50042011;2011;0,093984962406015;0,26056338028169;0,25146196563495;0,84146341463415;50042011;59;204838,18;file_eleitos
GLEISIHOFFMANN2015;5006;PR;2010;GLEISI HOFFMANN;PT;FEMININO;50062015;2015;0,26777251184834;0,20915032679739;0,28235124935385;0,86614173228346;50062015;53;366922,79;file_eleitos
GLEISIHOFFMANN2014;5006;PR;2010;GLEISI HOFFMANN;PT;FEMININO;50062014;2014;0,12367491166078;0,36231884057971;0,28235124935385;0;50062014;53;238601,58;file_eleitos
GLEISIHOFFMANN2012;5006;PR;2010;GLEISI HOFFMANN;PT;FEMININO;50062012;2012;0;0,053691275167785;0,28235124935385;0;50062012;;0;file_eleitos
GLEISIHOFFMANN2016;5006;PR;2010;GLEISI HOFFMANN;PT;FEMININO;50062016;2016;0,3125;0,23636363636364;0,28235124935385;0,87912087912088;50062016;53;343444,72;file_eleitos
GLEISIHOFFMANN2017;5006;PR;2010;GLEISI HOFFMANN;PT;FEMININO;50062017;2017;0,26944444444444;0,46551724137931;0,28235124935385;0,81538461538462;50062017;53;376432,98;file_eleitos
GLEISIHOFFMANN2011;5006;PR;2010;GLEISI HOFFMANN;PT;FEMININO;50062011;2011;0,12406015037594;0,1830985915493;0,28235124935385;0,93333333333333;50062011;53;64112,77;file_eleitos
GLEISIHOFFMANN2013;5006;PR;2010;GLEISI HOFFMANN;PT;FEMININO;50062013;2013;0;0,18803418803419;0,28235124935385;0;50062013;;0;file_eleitos
HUMBERTOCOSTA2014;5008;PE;2010;HUMBERTO COSTA;PT;MASCULINO;50082014;2014;0,32862190812721;0,50724637681159;0,32299504732581;0,82926829268293;50082014;61;386731,86;file_eleitos
HUMBERTOCOSTA2016;5008;PE;2010;HUMBERTO COSTA;PT;MASCULINO;50082016;2016;0,41911764705882;0,21818181818182;0,32299504732581;0,82417582417582;50082016;61;433763,14;file_eleitos
HUMBERTOCOSTA2012;5008;PE;2010;HUMBERTO COSTA;PT;MASCULINO;50082012;2012;0,20912547528517;0,28859060402685;0,32299504732581;0,82539682539683;50082012;61;411800,24;file_eleitos
HUMBERTOCOSTA2011;5008;PE;2010;HUMBERTO COSTA;PT;MASCULINO;50082011;2011;0,40225563909774;0,2112676056338;0,32299504732581;0,8015873015873;50082011;61;287177,26;file_eleitos
HUMBERTOCOSTA2017;5008;PE;2010;HUMBERTO COSTA;PT;MASCULINO;50082017;2017;0,26666666666667;0,12068965517241;0,32299504732581;0,87692307692308;50082017;61;431928,93;file_eleitos
HUMBERTOCOSTA2013;5008;PE;2010;HUMBERTO COSTA;PT;MASCULINO;50082013;2013;0,34722222222222;0,47008547008547;0,32299504732581;0,85714285714286;50082013;61;357477,73;file_eleitos
HUMBERTOCOSTA2015;5008;PE;2010;HUMBERTO COSTA;PT;MASCULINO;50082015;2015;0,33175355450237;0,19607843137255;0,32299504732581;0,84251968503937;50082015;61;415062,91;file_eleitos
PEDROTAQUES2014;5010;MT;2010;PEDRO TAQUES;PDT;MASCULINO;50102014;2014;0,16961130742049;0,11594202898551;0,21181960829339;0,9758064516129;50102014;50;232048,24;file_eleitos
PEDROTAQUES2013;5010;MT;2010;PEDRO TAQUES;PDT;MASCULINO;50102013;2013;0,49652777777778;0,17948717948718;0,21181960829339;0,97478991596639;50102013;50;237510,9;file_eleitos
PEDROTAQUES2011;5010;MT;2010;PEDRO TAQUES;PDT;MASCULINO;50102011;2011;0,30075187969925;0,3169014084507;0,21181960829339;0,96825396825397;50102011;50;201865,41;file_eleitos
PEDROTAQUES2012;5010;MT;2010;PEDRO TAQUES;PDT;MASCULINO;50102012;2012;0,44866920152091;0,21476510067114;0,21181960829339;1;50102012;50;236539,38;file_eleitos
RANDOLFERODRIGUES2013;5012;AP;2010;RANDOLFE RODRIGUES;PSOL;MASCULINO;50122013;2013;0,61111111111111;0,26495726495726;0,25479929098107;0,98319327731092;50122013;45;366455,74;file_eleitos
RANDOLFERODRIGUES2017;5012;AP;2010;RANDOLFE RODRIGUES;PSOL;MASCULINO;50122017;2017;0,31944444444444;0,31034482758621;0,25479929098107;1;50122017;45;411741,05;file_eleitos
RANDOLFERODRIGUES2015;5012;AP;2010;RANDOLFE RODRIGUES;PSOL;MASCULINO;50122015;2015;0,59004739336493;0,30718954248366;0,25479929098107;0,98425196850394;50122015;45;436303,85;file_eleitos
RANDOLFERODRIGUES2016;5012;AP;2010;RANDOLFE RODRIGUES;PSOL;MASCULINO;50122016;2016;0,52941176470588;0,30909090909091;0,25479929098107;0,96703296703297;50122016;45;469208,98;file_eleitos
RANDOLFERODRIGUES2012;5012;AP;2010;RANDOLFE RODRIGUES;PSOL;MASCULINO;50122012;2012;0,42585551330798;0,22818791946309;0,25479929098107;0,99206349206349;50122012;45;380012,42;file_eleitos
RANDOLFERODRIGUES2011;5012;AP;2010;RANDOLFE RODRIGUES;PSOL;MASCULINO;50122011;2011;0,32330827067669;0,38028169014085;0,25479929098107;0,92857142857143;50122011;45;298588,99;file_eleitos
RANDOLFERODRIGUES2014;5012;AP;2010;RANDOLFE RODRIGUES;PSOL;MASCULINO;50122014;2014;0,35335689045936;0,42028985507246;0,25479929098107;0,96774193548387;50122014;45;381808,02;file_eleitos
WELLINGTONDIAS2012;5016;PI;2010;WELLINGTON DIAS;PT;MASCULINO;50162012;2012;0,1787072243346;0,16778523489933;0,30985814428609;0,81746031746032;50162012;56;421996,11;file_eleitos
WELLINGTONDIAS2011;5016;PI;2010;WELLINGTON DIAS;PT;MASCULINO;50162011;2011;0,17293233082707;0,29577464788732;0,30985814428609;0,85714285714286;50162011;56;326862,12;file_eleitos
WELLINGTONDIAS2013;5016;PI;2010;WELLINGTON DIAS;PT;MASCULINO;50162013;2013;0,33680555555556;0,13675213675214;0,30985814428609;0,9327731092437;50162013;56;465101,72;file_eleitos
WELLINGTONDIAS2014;5016;PI;2010;WELLINGTON DIAS;PT;MASCULINO;50162014;2014;0,088339222614841;0,014492753623188;0,30985814428609;0,86991869918699;50162014;56;371695,72;file_eleitos
CASSIOCUNHALIMA2016;5197;PB;2010;CASSIO CUNHA LIMA;PSDB;MASCULINO;51972016;2016;0,14338235294118;0,10909090909091;0,24945187723044;0,95774647887324;51972016;55;170378,9;file_eleitos
CASSIOCUNHALIMA2014;5197;PB;2010;CASSIO CUNHA LIMA;PSDB;MASCULINO;51972014;2014;0,12367491166078;0,072463768115942;0,24945187723044;0,84269662921348;51972014;55;125204,45;file_eleitos
CASSIOCUNHALIMA2012;5197;PB;2010;CASSIO CUNHA LIMA;PSDB;MASCULINO;51972012;2012;0,18250950570342;0,073825503355705;0,24945187723044;0,81746031746032;51972012;55;199499,9;file_eleitos
CASSIOCUNHALIMA2015;5197;PB;2010;CASSIO CUNHA LIMA;PSDB;MASCULINO;51972015;2015;0,48104265402844;0,013071895424837;0,24945187723044;0,94488188976378;51972015;55;409746,5;file_eleitos
CASSIOCUNHALIMA2017;5197;PB;2010;CASSIO CUNHA LIMA;PSDB;MASCULINO;51972017;2017;0,14722222222222;0,44827586206897;0,24945187723044;0,89230769230769;51972017;55;400008;file_eleitos
CASSIOCUNHALIMA2013;5197;PB;2010;CASSIO CUNHA LIMA;PSDB;MASCULINO;51972013;2013;0,25347222222222;0,16239316239316;0,24945187723044;0,86086956521739;51972013;55;317883,89;file_eleitos
CASSIOCUNHALIMA2011;5197;PB;2010;CASSIO CUNHA LIMA;PSDB;MASCULINO;51972011;2011;0,022556390977444;0,084507042253521;0,24945187723044;0,85185185185185;51972011;55;12827,54;file_eleitos
JOSESERRA2015;90;SP;2014;JOSE SERRA;PSDB;MASCULINO;902015;2015;0,2345971563981;0,032679738562092;0,24627801311129;0,92913385826772;902015;;0;file_eleitos
JOSESERRA2013;90;SP;2014;JOSE SERRA;PSDB;MASCULINO;902013;2013;0;0,0085470085470085;0,24627801311129;0;902013;;0;file_eleitos
JOSESERRA2017;90;SP;2014;JOSE SERRA;PSDB;MASCULINO;902017;2017;0,069444444444444;0,20689655172414;0,24627801311129;0,91666666666667;902017;;0;file_eleitos
JOSESERRA2016;90;SP;2014;JOSE SERRA;PSDB;MASCULINO;902016;2016;0,055147058823529;0,036363636363636;0,24627801311129;0,91666666666667;902016;;0;file_eleitos
JOSESERRA2014;90;SP;2014;JOSE SERRA;PSDB;MASCULINO;902014;2014;0;0,014492753623188;0,24627801311129;0;902014;;0;file_eleitos
PAULOROCHA2015;374;PA;2014;PAULO ROCHA;PT;MASCULINO;3742015;2015;0,21563981042654;0,11111111111111;0,18721401262253;0,96850393700787;3742015;;0;file_eleitos
PAULOROCHA2012;374;PA;2014;PAULO ROCHA;PT;MASCULINO;3742012;2012;0,0076045627376426;0,046979865771812;0,18721401262253;0;3742012;;0;file_eleitos
PAULOROCHA2014;374;PA;2014;PAULO ROCHA;PT;MASCULINO;3742014;2014;0;0,072463768115942;0,18721401262253;0;3742014;;0;file_eleitos
PAULOROCHA2016;374;PA;2014;PAULO ROCHA;PT;MASCULINO;3742016;2016;0,20955882352941;0,14545454545455;0,18721401262253;0,94505494505494;3742016;;0;file_eleitos
PAULOROCHA2011;374;PA;2014;PAULO ROCHA;PT;MASCULINO;3742011;2011;0;0,056338028169014;0,18721401262253;0;3742011;;0;file_eleitos
PAULOROCHA2017;374;PA;2014;PAULO ROCHA;PT;MASCULINO;3742017;2017;0,26944444444444;0,51724137931034;0,18721401262253;0,95384615384615;3742017;;0;file_eleitos
PAULOROCHA2013;374;PA;2014;PAULO ROCHA;PT;MASCULINO;3742013;2013;0;0,042735042735043;0,18721401262253;0;3742013;;0;file_eleitos
RONALDOCAIADO2015;456;GO;2014;RONALDO CAIADO;DEM;MASCULINO;4562015;2015;0,56635071090047;0,30065359477124;0,18936541898739;0,90551181102362;4562015;;0;file_eleitos
RONALDOCAIADO2017;456;GO;2014;RONALDO CAIADO;DEM;MASCULINO;4562017;2017;0,14722222222222;0,37931034482759;0,18936541898739;0,81538461538462;4562017;;0;file_eleitos
RONALDOCAIADO2013;456;GO;2014;RONALDO CAIADO;DEM;MASCULINO;4562013;2013;0;0,1025641025641;0,18936541898739;0;4562013;;0;file_eleitos
RONALDOCAIADO2012;456;GO;2014;RONALDO CAIADO;DEM;MASCULINO;4562012;2012;0;0,053691275167785;0,18936541898739;0;4562012;;0;file_eleitos
RONALDOCAIADO2016;456;GO;2014;RONALDO CAIADO;DEM;MASCULINO;4562016;2016;0,26838235294118;0,32727272727273;0,18936541898739;0,87912087912088;4562016;;0;file_eleitos
RONALDOCAIADO2014;456;GO;2014;RONALDO CAIADO;DEM;MASCULINO;4562014;2014;0,0035335689045936;0,27536231884058;0,18936541898739;0;4562014;;0;file_eleitos
RONALDOCAIADO2011;456;GO;2014;RONALDO CAIADO;DEM;MASCULINO;4562011;2011;0,0037593984962406;0,063380281690141;0,18936541898739;0;4562011;;0;file_eleitos
ROBERTOROCHA2012;677;MA;2014;ROBERTO ROCHA;PSB;MASCULINO;6772012;2012;0;0,046979865771812;0,2109702411164;0;6772012;;0;file_eleitos
ROBERTOROCHA2013;677;MA;2014;ROBERTO ROCHA;PSB;MASCULINO;6772013;2013;0;0,05982905982906;0,2109702411164;0;6772013;;0;file_eleitos
ROBERTOROCHA2016;677;MA;2014;ROBERTO ROCHA;PSB;MASCULINO;6772016;2016;0,12132352941176;0,054545454545455;0,2109702411164;0,87951807228916;6772016;;0;file_eleitos
ROBERTOROCHA2011;677;MA;2014;ROBERTO ROCHA;PSB;MASCULINO;6772011;2011;0;0,063380281690141;0,2109702411164;0;6772011;;0;file_eleitos
ROBERTOROCHA2017;677;MA;2014;ROBERTO ROCHA;PSB;MASCULINO;6772017;2017;0,13888888888889;0,12068965517241;0,2109702411164;0,87692307692308;6772017;;0;file_eleitos
ROBERTOROCHA2015;677;MA;2014;ROBERTO ROCHA;PSB;MASCULINO;6772015;2015;0,28199052132701;0,18954248366013;0,2109702411164;0,77165354330709;6772015;;0;file_eleitos
ROBERTOROCHA2014;677;MA;2014;ROBERTO ROCHA;PSB;MASCULINO;6772014;2014;0;0,20289855072464;0,2109702411164;0;6772014;;0;file_eleitos
WELLINGTONFAGUNDES2016;1173;MT;2014;WELLINGTON FAGUNDES;PR;MASCULINO;11732016;2016;0,22058823529412;0,34545454545455;0,19325325066736;0,96703296703297;11732016;;0;file_eleitos
WELLINGTONFAGUNDES2014;1173;MT;2014;WELLINGTON FAGUNDES;PR;MASCULINO;11732014;2014;0,0070671378091873;0,11594202898551;0,19325325066736;0;11732014;;0;file_eleitos
WELLINGTONFAGUNDES2011;1173;MT;2014;WELLINGTON FAGUNDES;PR;MASCULINO;11732011;2011;0,0037593984962406;0,049295774647887;0,19325325066736;0;11732011;;0;file_eleitos
WELLINGTONFAGUNDES2013;1173;MT;2014;WELLINGTON FAGUNDES;PR;MASCULINO;11732013;2013;0;0,068376068376068;0,19325325066736;0;11732013;;0;file_eleitos
WELLINGTONFAGUNDES2015;1173;MT;2014;WELLINGTON FAGUNDES;PR;MASCULINO;11732015;2015;0,24407582938389;0,15032679738562;0,19325325066736;0,88976377952756;11732015;;0;file_eleitos
WELLINGTONFAGUNDES2017;1173;MT;2014;WELLINGTON FAGUNDES;PR;MASCULINO;11732017;2017;0,16666666666667;0,27586206896552;0,19325325066736;0,92307692307692;11732017;;0;file_eleitos
WELLINGTONFAGUNDES2012;1173;MT;2014;WELLINGTON FAGUNDES;PR;MASCULINO;11732012;2012;0;0,033557046979866;0,19325325066736;0;11732012;;0;file_eleitos
ROSEDEFREITAS2017;2331;ES;2014;ROSE DE FREITAS;PMDB;FEMININO;23312017;2017;0,19444444444444;0,1551724137931;0,19345346876621;0,72307692307692;23312017;;0;file_eleitos
ROSEDEFREITAS2011;2331;ES;2014;ROSE DE FREITAS;PMDB;FEMININO;23312011;2011;0;0,028169014084507;0,19345346876621;0;23312011;;0;file_eleitos
ROSEDEFREITAS2016;2331;ES;2014;ROSE DE FREITAS;PMDB;FEMININO;23312016;2016;0,16176470588235;0,090909090909091;0,19345346876621;0,67032967032967;23312016;;0;file_eleitos
ROSEDEFREITAS2012;2331;ES;2014;ROSE DE FREITAS;PMDB;FEMININO;23312012;2012;0;0,060402684563758;0,19345346876621;0;23312012;;0;file_eleitos
ROSEDEFREITAS2015;2331;ES;2014;ROSE DE FREITAS;PMDB;FEMININO;23312015;2015;0,20616113744076;0,11764705882353;0,19345346876621;0,88188976377953;23312015;;0;file_eleitos
ROSEDEFREITAS2014;2331;ES;2014;ROSE DE FREITAS;PMDB;FEMININO;23312014;2014;0;0,1304347826087;0,19345346876621;0;23312014;;0;file_eleitos
ROSEDEFREITAS2013;2331;ES;2014;ROSE DE FREITAS;PMDB;FEMININO;23312013;2013;0;0,05982905982906;0,19345346876621;0;23312013;;0;file_eleitos
JOSEMARANHAO2011;3361;PB;2014;JOSE MARANHAO;PMDB;MASCULINO;33612011;2011;0;0,056338028169014;0,16079037986783;0;33612011;;0;file_eleitos
JOSEMARANHAO2017;3361;PB;2014;JOSE MARANHAO;PMDB;MASCULINO;33612017;2017;0,11944444444444;0,13793103448276;0,16079037986783;0,8;33612017;;0;file_eleitos
JOSEMARANHAO2016;3361;PB;2014;JOSE MARANHAO;PMDB;MASCULINO;33612016;2016;0,12867647058824;0,29090909090909;0,16079037986783;0,81318681318681;33612016;;0;file_eleitos
JOSEMARANHAO2013;3361;PB;2014;JOSE MARANHAO;PMDB;MASCULINO;33612013;2013;0;0,11965811965812;0,16079037986783;0;33612013;;0;file_eleitos
JOSEMARANHAO2012;3361;PB;2014;JOSE MARANHAO;PMDB;MASCULINO;33612012;2012;0;0,013422818791946;0,16079037986783;0;33612012;;0;file_eleitos
JOSEMARANHAO2014;3361;PB;2014;JOSE MARANHAO;PMDB;MASCULINO;33612014;2014;0;0,10144927536232;0,16079037986783;0;33612014;;0;file_eleitos
JOSEMARANHAO2015;3361;PB;2014;JOSE MARANHAO;PMDB;MASCULINO;33612015;2015;0,097156398104265;0,1437908496732;0,16079037986783;0,67716535433071;33612015;;0;file_eleitos
TASSOJEREISSATI2016;3396;CE;2014;TASSO JEREISSATI;PSDB;MASCULINO;33962016;2016;0,18382352941176;0,27272727272727;0,25661618143642;0,91208791208791;33962016;;0;file_eleitos
TASSOJEREISSATI2011;3396;CE;2014;TASSO JEREISSATI;PSDB;MASCULINO;33962011;2011;0;0,014084507042254;0,25661618143642;0;33962011;;0;file_eleitos
TASSOJEREISSATI2015;3396;CE;2014;TASSO JEREISSATI;PSDB;MASCULINO;33962015;2015;0,32464454976303;0,098039215686275;0,25661618143642;0,88188976377953;33962015;;0;file_eleitos
TASSOJEREISSATI2014;3396;CE;2014;TASSO JEREISSATI;PSDB;MASCULINO;33962014;2014;0;0,072463768115942;0,25661618143642;0;33962014;;0;file_eleitos
TASSOJEREISSATI2013;3396;CE;2014;TASSO JEREISSATI;PSDB;MASCULINO;33962013;2013;0;0,025641025641026;0,25661618143642;0;33962013;;0;file_eleitos
TASSOJEREISSATI2017;3396;CE;2014;TASSO JEREISSATI;PSDB;MASCULINO;33962017;2017;0,11944444444444;0,068965517241379;0,25661618143642;0,89230769230769;33962017;;0;file_eleitos
TASSOJEREISSATI2012;3396;CE;2014;TASSO JEREISSATI;PSDB;MASCULINO;33962012;2012;0;0,033557046979866;0,25661618143642;0;33962012;;0;file_eleitos
FATIMABEZERRA2011;3713;RN;2014;FATIMA BEZERRA;PT;FEMININO;37132011;2011;0;0,035211267605634;0,23041183597505;0;37132011;;0;file_eleitos
FATIMABEZERRA2016;3713;RN;2014;FATIMA BEZERRA;PT;FEMININO;37132016;2016;0,35294117647059;0,36363636363636;0,23041183597505;0,96703296703297;37132016;;0;file_eleitos
FATIMABEZERRA2013;3713;RN;2014;FATIMA BEZERRA;PT;FEMININO;37132013;2013;0;0,085470085470085;0,23041183597505;0;37132013;;0;file_eleitos
FATIMABEZERRA2014;3713;RN;2014;FATIMA BEZERRA;PT;FEMININO;37132014;2014;0,0035335689045936;0,17391304347826;0,23041183597505;0;37132014;;0;file_eleitos
FATIMABEZERRA2012;3713;RN;2014;FATIMA BEZERRA;PT;FEMININO;37132012;2012;0,0038022813688213;0,073825503355705;0,23041183597505;0;37132012;;0;file_eleitos
FATIMABEZERRA2015;3713;RN;2014;FATIMA BEZERRA;PT;FEMININO;37132015;2015;0,28199052132701;0,20915032679739;0,23041183597505;0,85826771653543;37132015;;0;file_eleitos
FATIMABEZERRA2017;3713;RN;2014;FATIMA BEZERRA;PT;FEMININO;37132017;2017;0,30833333333333;0,5;0,23041183597505;0,89230769230769;37132017;;0;file_eleitos
DAVIALCOLUMBRE2014;3830;AP;2014;DAVI ALCOLUMBRE;DEM;MASCULINO;38302014;2014;0;0,08695652173913;0,16508884047325;0;38302014;;0;file_eleitos
DAVIALCOLUMBRE2013;3830;AP;2014;DAVI ALCOLUMBRE;DEM;MASCULINO;38302013;2013;0;0,051282051282051;0,16508884047325;0;38302013;;0;file_eleitos
DAVIALCOLUMBRE2017;3830;AP;2014;DAVI ALCOLUMBRE;DEM;MASCULINO;38302017;2017;0,15;0,62068965517241;0,16508884047325;0,98461538461538;38302017;;0;file_eleitos
DAVIALCOLUMBRE2012;3830;AP;2014;DAVI ALCOLUMBRE;DEM;MASCULINO;38302012;2012;0,0038022813688213;0,046979865771812;0,16508884047325;0;38302012;;0;file_eleitos
DAVIALCOLUMBRE2011;3830;AP;2014;DAVI ALCOLUMBRE;DEM;MASCULINO;38302011;2011;0;0,13380281690141;0,16508884047325;0;38302011;;0;file_eleitos
DAVIALCOLUMBRE2016;3830;AP;2014;DAVI ALCOLUMBRE;DEM;MASCULINO;38302016;2016;0,16911764705882;0,18181818181818;0,16508884047325;0,76923076923077;38302016;;0;file_eleitos
DAVIALCOLUMBRE2015;3830;AP;2014;DAVI ALCOLUMBRE;DEM;MASCULINO;38302015;2015;0,47156398104265;0,16993464052288;0,16508884047325;0,91338582677165;38302015;;0;file_eleitos
GLADSONCAMELI2017;4558;AC;2014;GLADSON CAMELI;PP;MASCULINO;45582017;2017;0,063888888888889;0,53448275862069;0,2636824855747;0,66153846153846;45582017;;0;file_eleitos
GLADSONCAMELI2011;4558;AC;2014;GLADSON CAMELI;PP;MASCULINO;45582011;2011;0;0,014084507042254;0,2636824855747;0;45582011;;0;file_eleitos
GLADSONCAMELI2015;4558;AC;2014;GLADSON CAMELI;PP;MASCULINO;45582015;2015;0,18957345971564;0,27450980392157;0,2636824855747;0;45582015;;0;file_eleitos
GLADSONCAMELI2012;4558;AC;2014;GLADSON CAMELI;PP;MASCULINO;45582012;2012;0;0,0067114093959732;0,2636824855747;0;45582012;;0;file_eleitos
GLADSONCAMELI2014;4558;AC;2014;GLADSON CAMELI;PP;MASCULINO;45582014;2014;0;0,11594202898551;0,2636824855747;0;45582014;;0;file_eleitos
GLADSONCAMELI2016;4558;AC;2014;GLADSON CAMELI;PP;MASCULINO;45582016;2016;0,10294117647059;0,54545454545455;0,2636824855747;0,75824175824176;45582016;;0;file_eleitos
ACIRGURGACZ2011;4981;RO;2014;ACIR GURGACZ;PDT;MASCULINO;49812011;2011;0,41353383458647;0,34507042253521;0,17311777462249;0,88095238095238;49812011;56;315733,66;file_eleitos
ACIRGURGACZ2014;4981;RO;2014;ACIR GURGACZ;PDT;MASCULINO;49812014;2014;0,16961130742049;0,44927536231884;0,17311777462249;0,84545454545455;49812014;56;382905,25;file_eleitos
ACIRGURGACZ2012;4981;RO;2014;ACIR GURGACZ;PDT;MASCULINO;49812012;2012;0,24714828897338;0,22147651006711;0,17311777462249;0,82352941176471;49812012;56;280383,11;file_eleitos
ACIRGURGACZ2017;4981;RO;2014;ACIR GURGACZ;PDT;MASCULINO;49812017;2017;0,19722222222222;0,37931034482759;0,17311777462249;0,83076923076923;49812017;56;400382,5;file_eleitos
ACIRGURGACZ2016;4981;RO;2014;ACIR GURGACZ;PDT;MASCULINO;49812016;2016;0,11764705882353;0,30909090909091;0,17311777462249;0,94520547945205;49812016;56;301970,88;file_eleitos
ACIRGURGACZ2015;4981;RO;2014;ACIR GURGACZ;PDT;MASCULINO;49812015;2015;0,31990521327014;0,2483660130719;0,17311777462249;0,88188976377953;49812015;56;412941,5;file_eleitos
ACIRGURGACZ2013;4981;RO;2014;ACIR GURGACZ;PDT;MASCULINO;49812013;2013;0,29513888888889;0,43589743589744;0,17311777462249;0,83193277310924;49812013;56;409890,04;file_eleitos
REGUFFE2017;5236;DF;2014;REGUFFE;PDT;MASCULINO;52362017;2017;0,14444444444444;0;0,2719497381758;1;52362017;;0;file_eleitos
REGUFFE2012;5236;DF;2014;REGUFFE;PDT;MASCULINO;52362012;2012;0;0,0067114093959732;0,2719497381758;0;52362012;;0;file_eleitos
REGUFFE2014;5236;DF;2014;REGUFFE;PDT;MASCULINO;52362014;2014;0;0,072463768115942;0,2719497381758;0;52362014;;0;file_eleitos
REGUFFE2016;5236;DF;2014;REGUFFE;PDT;MASCULINO;52362016;2016;0,20588235294118;0;0,2719497381758;1;52362016;;0;file_eleitos
REGUFFE2013;5236;DF;2014;REGUFFE;PDT;MASCULINO;52362013;2013;0;0,025641025641026;0,2719497381758;0;52362013;;0;file_eleitos
REGUFFE2011;5236;DF;2014;REGUFFE;PDT;MASCULINO;52362011;2011;0;0,0070422535211268;0,2719497381758;0;52362011;;0;file_eleitos
REGUFFE2015;5236;DF;2014;REGUFFE;PDT;MASCULINO;52362015;2015;0,41469194312796;0,026143790849673;0,2719497381758;0,99212598425197;52362015;;0;file_eleitos
ROMARIO2016;5322;RJ;2014;ROMARIO;PSB;MASCULINO;53222016;2016;0,30514705882353;0,16363636363636;0,28015882092159;0,91208791208791;53222016;;0;file_eleitos
ROMARIO2012;5322;RJ;2014;ROMARIO;PSB;MASCULINO;53222012;2012;0;0,040268456375839;0,28015882092159;0;53222012;;0;file_eleitos
ROMARIO2013;5322;RJ;2014;ROMARIO;PSB;MASCULINO;53222013;2013;0;0,034188034188034;0,28015882092159;0;53222013;;0;file_eleitos
ROMARIO2015;5322;RJ;2014;ROMARIO;PSB;MASCULINO;53222015;2015;0,48815165876777;0,091503267973856;0,28015882092159;1;53222015;;0;file_eleitos
ROMARIO2011;5322;RJ;2014;ROMARIO;PSB;MASCULINO;53222011;2011;0;0,042253521126761;0,28015882092159;0;53222011;;0;file_eleitos
ROMARIO2017;5322;RJ;2014;ROMARIO;PSB;MASCULINO;53222017;2017;0,18055555555556;0,29310344827586;0,28015882092159;0,89230769230769;53222017;;0;file_eleitos
