CODIGO;ANO;SENADOR;QTDE_TIPO_DESPESA;QTDE_FORNECEDOR;UF;PARTIDO;DATA_NASC;IDADE;SEXO;VALOR_REEMBOLSADO;QTDE_MATERIAS_PUB;QTDE_TIPO_MATERIA
4990;2013;JORGE VIANA;5;97;AC;PT;20/09/1959;59;M;325879,1;70;9
4990;2011;JORGE VIANA;6;92;AC;PT;20/09/1959;59;M;221686,79;58;9
4990;2015;JORGE VIANA;6;72;AC;PT;20/09/1959;59;M;334708,56;109;10
4990;2016;JORGE VIANA;6;61;AC;PT;20/09/1959;59;M;363350,03;52;10
40;2017;JOSÉ AGRIPINO;7;13;RN;DEM;23/05/1945;73;M;300882,35;31;5
40;2012;JOSÉ AGRIPINO;6;16;RN;DEM;23/05/1945;73;M;275920,43;66;7
40;2014;JOSÉ AGRIPINO;7;16;RN;DEM;23/05/1945;73;M;284412,29;44;9
40;2013;JOSÉ AGRIPINO;7;16;RN;DEM;23/05/1945;73;M;262217,55;74;8
40;2011;JOSÉ AGRIPINO;7;22;RN;DEM;23/05/1945;73;M;245001,64;18;6
40;2015;JOSÉ AGRIPINO;6;14;RN;DEM;23/05/1945;73;M;288272,01;119;5
40;2016;JOSÉ AGRIPINO;7;14;RN;DEM;23/05/1945;73;M;306939,26;47;6
4547;2011;JOSÉ NERY;5;26;PA;PSOL;27/03/1959;60;M;14399,15;;
615;2017;JOSÉ PIMENTEL;6;127;CE;PT;16/10/1953;65;M;425858,82;65;7
615;2012;JOSÉ PIMENTEL;5;107;CE;PT;16/10/1953;65;M;415677,21;77;8
615;2014;JOSÉ PIMENTEL;5;93;CE;PT;16/10/1953;65;M;454502,15;44;8
615;2013;JOSÉ PIMENTEL;6;140;CE;PT;16/10/1953;65;M;453189,51;65;10
615;2011;JOSÉ PIMENTEL;6;117;CE;PT;16/10/1953;65;M;246319,08;28;7
615;2015;JOSÉ PIMENTEL;6;80;CE;PT;16/10/1953;65;M;457407,63;134;8
615;2016;JOSÉ PIMENTEL;6;126;CE;PT;16/10/1953;65;M;379273,11;45;7
47;2012;JOSÉ SARNEY;1;1;AP;MDB;24/04/1930;88;M;51102;15;3
47;2014;;;;;;;;;;9;4
47;2013;JOSÉ SARNEY;1;2;AP;MDB;24/04/1930;88;M;3759,93;23;4
47;2011;JOSÉ SARNEY;2;2;AP;MDB;24/04/1930;88;M;42000;44;6
1249;2017;KÁTIA ABREU;6;31;TO;MDB;02/02/1962;57;F;265779,61;36;7
1249;2012;KÁTIA ABREU;6;55;TO;MDB;02/02/1962;57;F;179270,02;16;8
1249;2014;KÁTIA ABREU;7;44;TO;MDB;02/02/1962;57;F;302582,4;20;7
1249;2013;KÁTIA ABREU;7;43;TO;MDB;02/02/1962;57;F;255183,61;27;10
1249;2011;KÁTIA ABREU;7;77;TO;MDB;02/02/1962;57;F;247709,68;19;6
1249;2016;KÁTIA ABREU;5;42;TO;MDB;02/02/1962;57;F;111441,26;14;5
5156;2012;LAURO ANTÔNIO;5;26;SE;PR;31/03/1959;60;M;69348,25;17;3
5156;2014;;;;;;;;;;2;1
5156;2011;LAURO ANTÔNIO;2;12;SE;PR;31/03/1959;60;M;19345,6;4;3
4575;2017;LÍDICE DA MATA;5;93;BA;PSB;12/03/1956;63;F;278951,18;115;10
4575;2012;LÍDICE DA MATA;5;252;BA;PSB;12/03/1956;63;F;374339,59;72;12
4575;2014;LÍDICE DA MATA;6;116;BA;PSB;12/03/1956;63;F;327271,78;58;8
4575;2013;LÍDICE DA MATA;6;218;BA;PSB;12/03/1956;63;F;390293,96;108;11
4575;2011;LÍDICE DA MATA;6;207;BA;PSB;12/03/1956;63;F;281105,93;74;12
4575;2015;LÍDICE DA MATA;6;184;BA;PSB;12/03/1956;63;F;406615,32;178;12
4575;2016;LÍDICE DA MATA;6;106;BA;PSB;12/03/1956;63;F;262078,34;91;11
3695;2017;LINDBERGH FARIAS;4;11;RJ;PT;08/12/1969;49;M;375321,04;226;16
3695;2012;LINDBERGH FARIAS;5;18;RJ;PT;08/12/1969;49;M;364313,83;45;8
3695;2014;LINDBERGH FARIAS;2;5;RJ;PT;08/12/1969;49;M;350057,46;23;5
3695;2013;LINDBERGH FARIAS;2;11;RJ;PT;08/12/1969;49;M;375873,43;52;8
3695;2011;LINDBERGH FARIAS;5;18;RJ;PT;08/12/1969;49;M;270527,16;106;9
3695;2015;LINDBERGH FARIAS;4;6;RJ;PT;08/12/1969;49;M;378970,03;102;9
3695;2016;LINDBERGH FARIAS;3;7;RJ;PT;08/12/1969;49;M;372467,29;77;9
3579;2012;LOBÃO FILHO;4;9;MA;MDB;17/09/1964;54;M;244626,74;23;3
3579;2014;LOBÃO FILHO;3;9;MA;MDB;17/09/1964;54;M;241031,15;27;6
3579;2013;LOBÃO FILHO;3;10;MA;MDB;17/09/1964;54;M;281126,22;42;8
3579;2011;LOBÃO FILHO;4;9;MA;MDB;17/09/1964;54;M;173262,64;26;8
643;2017;LÚCIA VÂNIA;6;79;GO;PSDB;15/10/1944;74;F;253071,32;46;4
643;2012;LÚCIA VÂNIA;7;47;GO;PSDB;15/10/1944;74;F;252542,4;37;5
643;2014;LÚCIA VÂNIA;6;40;GO;PSDB;15/10/1944;74;F;252542,4;43;8
643;2013;LÚCIA VÂNIA;6;51;GO;PSDB;15/10/1944;74;F;252542,4;45;7
643;2011;LÚCIA VÂNIA;5;32;GO;PSDB;15/10/1944;74;F;219442,83;53;5
643;2015;LÚCIA VÂNIA;7;89;GO;PSDB;15/10/1944;74;F;251825,05;98;7
643;2016;LÚCIA VÂNIA;6;89;GO;PSDB;15/10/1944;74;F;252453,45;38;6
3643;2011;LUIZ CARLOS;3;32;SC;S/P;20/03/1956;63;M;13326,1;;
5002;2012;LUIZ HENRIQUE;6;105;SC;MDB;25/02/1940;79;M;282551,04;36;7
5002;2014;LUIZ HENRIQUE;6;70;SC;MDB;25/02/1940;79;M;341506,33;46;10
5002;2013;LUIZ HENRIQUE;6;98;SC;MDB;25/02/1940;79;M;331428,26;94;12
5002;2011;LUIZ HENRIQUE;5;106;SC;MDB;25/02/1940;79;M;203555,41;42;10
5002;2015;LUIZ HENRIQUE;6;47;SC;MDB;25/02/1940;79;M;114444,54;43;7
631;2017;MAGNO MALTA;5;15;ES;PR;16/10/1957;61;M;314224,38;44;5
631;2012;MAGNO MALTA;4;42;ES;PR;16/10/1957;61;M;316086,76;37;6
631;2014;MAGNO MALTA;6;24;ES;PR;16/10/1957;61;M;390399,38;21;3
631;2013;MAGNO MALTA;6;32;ES;PR;16/10/1957;61;M;397705,3;37;6
631;2011;MAGNO MALTA;5;34;ES;PR;16/10/1957;61;M;189353,96;23;4
631;2015;MAGNO MALTA;6;17;ES;PR;16/10/1957;61;M;396910,09;97;7
631;2016;MAGNO MALTA;6;15;ES;PR;16/10/1957;61;M;378840,79;62;6
3364;2011;MÃO SANTA;1;1;PI;MDB;13/10/1942;76;M;15000;;
3366;2012;MARCELO CRIVELLA;4;23;RJ;PRB;09/10/1957;61;M;23282,3;8;3
3366;2014;MARCELO CRIVELLA;6;50;RJ;PRB;09/10/1957;61;M;166400,77;29;5
3366;2011;MARCELO CRIVELLA;6;214;RJ;PRB;09/10/1957;61;M;262510,82;85;9
3366;2015;MARCELO CRIVELLA;6;172;RJ;PRB;09/10/1957;61;M;379497,05;92;10
3366;2016;MARCELO CRIVELLA;6;155;RJ;PRB;09/10/1957;61;M;180992,11;28;6
1023;2017;MARIA DO CARMO ALVES;3;22;SE;DEM;23/08/1941;77;F;188979,01;30;5
1023;2012;MARIA DO CARMO ALVES;3;15;SE;DEM;23/08/1941;77;F;99695,71;24;3
1023;2014;MARIA DO CARMO ALVES;3;12;SE;DEM;23/08/1941;77;F;102850,17;44;7
1023;2013;MARIA DO CARMO ALVES;3;12;SE;DEM;23/08/1941;77;F;159340,95;39;5
1023;2011;MARIA DO CARMO ALVES;3;11;SE;DEM;23/08/1941;77;F;104929,56;17;5
1023;2015;MARIA DO CARMO ALVES;3;9;SE;DEM;23/08/1941;77;F;110360,08;116;5
1023;2016;MARIA DO CARMO ALVES;2;2;SE;DEM;23/08/1941;77;F;2252,4;3;1
59;2011;MARINA SILVA;3;8;AC;PV;08/02/1958;61;F;6489,54;;
4998;2011;MARINOR BRITO;7;332;PA;PSOL;07/03/1959;60;F;332638,96;55;8
4539;2012;MÁRIO COUTO;6;214;PA;PSDB;14/01/1946;73;M;373781,26;46;3
4539;2014;MÁRIO COUTO;4;67;PA;PSDB;14/01/1946;73;M;227118,38;29;4
4539;2013;MÁRIO COUTO;4;115;PA;PSDB;14/01/1946;73;M;430145,89;68;5
4539;2011;MÁRIO COUTO;6;176;PA;PSDB;14/01/1946;73;M;308069,92;24;2
4539;2015;MÁRIO COUTO;2;4;PA;PSDB;14/01/1946;73;M;4016,6;;
527;2011;MARISA SERRANO;5;80;MS;PSDB;21/06/1947;71;F;92964,02;19;5
5000;2017;MARTA SUPLICY;6;60;PT;SP;18/03/1945;74;F;287673,02;61;8
5000;2012;MARTA SUPLICY;6;99;PT;SP;18/03/1945;74;F;187381,91;33;9
5000;2014;MARTA SUPLICY;1;2;PT;SP;18/03/1945;74;F;8278,56;2;1
5000;2011;MARTA SUPLICY;6;92;PT;SP;18/03/1945;74;F;119117,68;37;6
5000;2015;MARTA SUPLICY;6;35;PT;SP;18/03/1945;74;F;205920,65;85;9
5000;2016;MARTA SUPLICY;6;14;PT;SP;18/03/1945;74;F;291299,63;32;6
952;2012;MOZARILDO CAVALCANTI;7;169;RR;PTB;11/06/1944;74;M;464182,08;57;7
952;2014;MOZARILDO CAVALCANTI;6;55;RR;PTB;11/06/1944;74;M;488693,4;67;7
952;2013;MOZARILDO CAVALCANTI;7;91;RR;PTB;11/06/1944;74;M;345285,21;55;6
952;2011;MOZARILDO CAVALCANTI;7;197;RR;PTB;11/06/1944;74;M;448390,48;55;10
3644;2011;NEUTO DE CONTO;3;18;SC;MDB;08/09/1938;80;M;15000;;
66;2011;OSMAR DIAS;4;51;PR;PDT;10/05/1952;66;M;15000;;
3393;2011;PAPALÉO PAES;2;3;AP;PSDB;27/08/1952;66;M;618,8;;
3397;2011;PATRÍCIA SABOYA GOMES;3;4;CE;PDT;10/10/1962;56;F;14030,19;;
3741;2017;PAULO BAUER;5;195;SC;PSDB;20/03/1957;62;M;352392,83;57;7
3741;2012;PAULO BAUER;6;265;SC;PSDB;20/03/1957;62;M;391410,72;62;5
3741;2014;PAULO BAUER;6;178;SC;PSDB;20/03/1957;62;M;297033,62;37;8
3741;2013;PAULO BAUER;5;193;SC;PSDB;20/03/1957;62;M;298936,11;45;7
3741;2011;PAULO BAUER;6;255;SC;PSDB;20/03/1957;62;M;258730,59;53;6
3741;2015;PAULO BAUER;6;225;SC;PSDB;20/03/1957;62;M;392837,72;81;10
3741;2016;PAULO BAUER;5;217;SC;PSDB;20/03/1957;62;M;394455,84;69;5
5020;2012;PAULO DAVIM;6;54;RN;PV;25/10/1959;59;M;223172,68;95;7
5020;2014;PAULO DAVIM;5;48;RN;PV;25/10/1959;59;M;216140,91;44;9
5020;2013;PAULO DAVIM;5;54;RN;PV;25/10/1959;59;M;265241,35;71;7
5020;2011;PAULO DAVIM;6;50;RN;PV;25/10/1959;59;M;196138,41;42;6
825;2017;PAULO PAIM;6;234;RS;PT;15/03/1950;69;M;430481,06;360;11
825;2012;PAULO PAIM;5;220;RS;PT;15/03/1950;69;M;391115,68;237;7
825;2014;PAULO PAIM;5;202;RS;PT;15/03/1950;69;M;359412,8;149;9
825;2013;PAULO PAIM;6;225;RS;PT;15/03/1950;69;M;360963,42;212;9
825;2011;PAULO PAIM;7;243;RS;PT;15/03/1950;69;M;341776,42;198;9
825;2015;PAULO PAIM;6;164;RS;PT;15/03/1950;69;M;253614,72;422;9
825;2016;PAULO PAIM;6;233;RS;PT;15/03/1950;69;M;417713,7;272;12
68;2012;PEDRO SIMON;1;3;RS;MDB;31/01/1930;89;M;44374,35;53;7
68;2014;PEDRO SIMON;2;4;RS;MDB;31/01/1930;89;M;124283,67;51;7
68;2013;PEDRO SIMON;2;5;RS;MDB;31/01/1930;89;M;81312,76;81;10
68;2011;PEDRO SIMON;1;5;RS;MDB;31/01/1930;89;M;27569,46;36;8
68;2015;PEDRO SIMON;1;2;RS;MDB;31/01/1930;89;M;8767;;
5010;2012;PEDRO TAQUES;5;57;MT;PDT;15/03/1968;51;M;236539,38;118;9
5010;2014;PEDRO TAQUES;5;72;MT;PDT;15/03/1968;51;M;232048,24;48;8
5010;2013;PEDRO TAQUES;5;128;MT;PDT;15/03/1968;51;M;237510,9;143;12
5010;2011;PEDRO TAQUES;5;111;MT;PDT;15/03/1968;51;M;201865,41;80;7
5012;2017;RANDOLFE RODRIGUES;6;33;AP;PSOL;06/11/1972;46;M;411741,05;115;12
5012;2012;RANDOLFE RODRIGUES;6;108;AP;PSOL;06/11/1972;46;M;380012,42;112;13
5012;2014;RANDOLFE RODRIGUES;6;65;AP;PSOL;06/11/1972;46;M;381808,02;100;12
5012;2013;RANDOLFE RODRIGUES;6;117;AP;PSOL;06/11/1972;46;M;366455,74;176;14
5012;2011;RANDOLFE RODRIGUES;6;90;AP;PSOL;06/11/1972;46;M;298588,99;86;10
5012;2015;RANDOLFE RODRIGUES;5;44;AP;PSOL;06/11/1972;46;M;436303,85;249;11
5012;2016;RANDOLFE RODRIGUES;6;43;AP;PSOL;06/11/1972;46;M;469208,98;144;10
5072;2014;;;;;;;;;;2;1
5072;2011;REDITARIO CASSOL;5;103;RO;PP;07/04/1936;83;M;133130,03;13;3
70;2017;RENAN CALHEIROS;5;19;AL;MDB;16/09/1955;63;M;160845,77;23;3
70;2012;RENAN CALHEIROS;6;33;AL;MDB;16/09/1955;63;M;321013,29;32;5
70;2014;RENAN CALHEIROS;5;11;AL;MDB;16/09/1955;63;M;145908,25;9;2
70;2013;RENAN CALHEIROS;6;30;AL;MDB;16/09/1955;63;M;162212,48;15;5
70;2011;RENAN CALHEIROS;5;70;AL;MDB;16/09/1955;63;M;256160,83;18;8
70;2015;RENAN CALHEIROS;1;4;AL;MDB;16/09/1955;63;M;39628,87;20;2
70;2016;RENAN CALHEIROS;4;8;AL;MDB;16/09/1955;63;M;67359,63;6;3
635;2017;RICARDO FERRAÇO;6;39;ES;MDB;17/08/1963;55;M;339007,21;54;9
635;2012;RICARDO FERRAÇO;6;18;ES;MDB;17/08/1963;55;M;223393,37;70;10
635;2014;RICARDO FERRAÇO;6;31;ES;MDB;17/08/1963;55;M;309739,22;119;12
635;2013;RICARDO FERRAÇO;6;31;ES;MDB;17/08/1963;55;M;255532,04;122;12
635;2011;RICARDO FERRAÇO;6;26;ES;MDB;17/08/1963;55;M;156065,16;56;9
635;2015;RICARDO FERRAÇO;6;44;ES;MDB;17/08/1963;55;M;312880,76;193;11
635;2016;RICARDO FERRAÇO;6;32;ES;MDB;17/08/1963;55;M;279506,91;110;9
3631;2011;ROBERTO CAVALCANTI;2;6;PB;PRB;05/05/1946;72;M;4179,16;;
72;2017;ROBERTO REQUIÃO;6;80;PR;MDB;05/03/1941;78;M;354075,14;52;7
72;2012;ROBERTO REQUIÃO;7;208;PR;MDB;05/03/1941;78;M;339696,23;61;5
72;2014;ROBERTO REQUIÃO;7;179;PR;MDB;05/03/1941;78;M;334187,38;52;6
72;2013;ROBERTO REQUIÃO;7;241;PR;MDB;05/03/1941;78;M;350101,54;58;11
72;2011;ROBERTO REQUIÃO;7;96;PR;MDB;05/03/1941;78;M;159430,39;32;6
72;2015;ROBERTO REQUIÃO;7;148;PR;MDB;05/03/1941;78;M;373661,75;85;5
72;2016;ROBERTO REQUIÃO;7;89;PR;MDB;05/03/1941;78;M;309428,14;45;6
73;2017;ROMERO JUCÁ;6;48;RR;MDB;30/11/1954;64;M;483935,67;80;13
73;2012;ROMERO JUCÁ;7;35;RR;MDB;30/11/1954;64;M;387397,03;54;8
73;2014;ROMERO JUCÁ;6;37;RR;MDB;30/11/1954;64;M;374984,18;40;5
73;2013;ROMERO JUCÁ;6;41;RR;MDB;30/11/1954;64;M;342656,66;57;7
73;2011;ROMERO JUCÁ;7;83;RR;MDB;30/11/1954;64;M;355829,47;56;7
73;2015;ROMERO JUCÁ;6;42;RR;MDB;30/11/1954;64;M;486574,44;108;9
73;2016;ROMERO JUCÁ;6;32;RR;MDB;30/11/1954;64;M;446448,98;33;5
4560;2017;SÉRGIO PETECÃO;5;31;AC;PSD;20/04/1960;58;M;447119,08;40;5
4560;2012;SÉRGIO PETECÃO;6;28;AC;PSD;20/04/1960;58;M;460001,07;28;4
4560;2014;SÉRGIO PETECÃO;6;25;AC;PSD;20/04/1960;58;M;466253,38;35;7
4560;2013;SÉRGIO PETECÃO;5;31;AC;PSD;20/04/1960;58;M;464521,52;41;7
4560;2011;SÉRGIO PETECÃO;6;40;AC;PSD;20/04/1960;58;M;370438,24;16;3
4560;2015;SÉRGIO PETECÃO;5;19;AC;PSD;20/04/1960;58;M;462861,19;90;6
4560;2016;SÉRGIO PETECÃO;5;23;AC;PSD;20/04/1960;58;M;463456,45;29;3
5048;2017;;;;;;;;;;8;1
5048;2012;SÉRGIO SOUZA;7;223;PR;MDB;13/03/1971;48;M;267472,23;106;9
5048;2014;SÉRGIO SOUZA;5;29;PR;MDB;13/03/1971;48;M;23655,25;;
5048;2013;SÉRGIO SOUZA;7;281;PR;MDB;13/03/1971;48;M;353359,25;94;13
5048;2011;SÉRGIO SOUZA;7;147;PR;MDB;13/03/1971;48;M;149508,13;35;7
5048;2015;;;;;;;;;;1;1
5048;2016;;;;;;;;;;1;1
3375;2011;SÉRGIO ZAMBIASI;4;12;RS;PTB;09/09/1949;69;M;7861,7;;
3362;2011;SERYS SLHESSARENKO;4;16;MT;PTB;02/04/1945;74;F;14429,31;;
3372;2017;VALDIR RAUPP;4;98;RO;MDB;24/08/1955;63;M;409549,02;65;9
3372;2012;VALDIR RAUPP;5;36;RO;MDB;24/08/1955;63;M;275702,22;46;7
3372;2014;VALDIR RAUPP;4;32;RO;MDB;24/08/1955;63;M;415382,4;53;5
3372;2013;VALDIR RAUPP;4;53;RO;MDB;24/08/1955;63;M;415382,4;82;12
3372;2011;VALDIR RAUPP;5;43;RO;MDB;24/08/1955;63;M;320470,38;28;5
3372;2015;VALDIR RAUPP;4;63;RO;MDB;24/08/1955;63;M;413572,28;150;10
3372;2016;VALDIR RAUPP;4;79;RO;MDB;24/08/1955;63;M;415018,64;54;8
3629;2011;VALTER PEREIRA;5;12;MS;MDB;03/12/1943;75;M;11876,27;;
558;2017;VANESSA GRAZZIOTIN;6;61;AM;PCDOB;29/06/1961;57;F;503429,09;261;13
558;2012;VANESSA GRAZZIOTIN;6;115;AM;PCDOB;29/06/1961;57;F;399513,35;263;12
558;2014;VANESSA GRAZZIOTIN;6;68;AM;PCDOB;29/06/1961;57;F;487593,41;283;10
558;2013;VANESSA GRAZZIOTIN;6;128;AM;PCDOB;29/06/1961;57;F;515969,34;288;13
558;2011;VANESSA GRAZZIOTIN;6;162;AM;PCDOB;29/06/1961;57;F;383584,68;266;10
558;2015;VANESSA GRAZZIOTIN;6;64;AM;PCDOB;29/06/1961;57;F;515107,17;298;16
558;2016;VANESSA GRAZZIOTIN;6;58;AM;PCDOB;29/06/1961;57;F;477079,76;166;13
4763;2017;VICENTINHO ALVES;3;14;TO;PR;01/10/1957;61;M;302582,4;32;4
4763;2012;VICENTINHO ALVES;6;114;TO;PR;01/10/1957;61;M;251195,18;25;6
4763;2014;VICENTINHO ALVES;6;39;TO;PR;01/10/1957;61;M;301065,69;29;6
4763;2013;VICENTINHO ALVES;5;41;TO;PR;01/10/1957;61;M;207605,15;27;5
4763;2011;VICENTINHO ALVES;5;84;TO;PR;01/10/1957;61;M;255917,87;28;9
4763;2015;VICENTINHO ALVES;6;19;TO;PR;01/10/1957;61;M;302582,4;58;5
4763;2016;VICENTINHO ALVES;5;16;TO;PR;01/10/1957;61;M;299890,52;25;3
4645;2012;VITAL DO RÊGO;6;135;PB;MDB;21/09/1963;55;M;383512,41;71;6
4645;2014;VITAL DO RÊGO;4;71;PB;MDB;21/09/1963;55;M;288397,83;56;7
4645;2013;VITAL DO RÊGO;5;112;PB;MDB;21/09/1963;55;M;342924,06;133;13
4645;2011;VITAL DO RÊGO;5;149;PB;MDB;21/09/1963;55;M;215750,78;68;6
1176;2017;WALDEMIR MOKA;6;64;MS;MDB;10/10/1951;67;M;254502,95;33;6
1176;2012;WALDEMIR MOKA;6;106;MS;MDB;10/10/1951;67;M;333746,02;38;5
1176;2014;WALDEMIR MOKA;6;85;MS;MDB;10/10/1951;67;M;384936,15;48;10
1176;2013;WALDEMIR MOKA;6;88;MS;MDB;10/10/1951;67;M;385304,89;70;12
1176;2011;WALDEMIR MOKA;6;80;MS;MDB;10/10/1951;67;M;262031,37;37;10
1176;2015;WALDEMIR MOKA;7;59;MS;MDB;10/10/1951;67;M;317605,35;141;8
1176;2016;WALDEMIR MOKA;6;41;MS;MDB;10/10/1951;67;M;265638,06;54;5
604;2017;WALTER PINHEIRO;1;1;BA;PT;25/05/1959;59;M;3322,58;;
604;2012;WALTER PINHEIRO;6;73;BA;PT;25/05/1959;59;M;247767,63;77;11
604;2014;WALTER PINHEIRO;4;51;BA;PT;25/05/1959;59;M;166183,39;52;9
604;2013;WALTER PINHEIRO;6;89;BA;PT;25/05/1959;59;M;233187,38;61;10
604;2011;WALTER PINHEIRO;5;75;BA;PT;25/05/1959;59;M;190093,04;88;10
604;2015;WALTER PINHEIRO;5;46;BA;PT;25/05/1959;59;M;175530,91;138;11
604;2016;WALTER PINHEIRO;5;33;BA;PT;25/05/1959;59;M;78455,02;28;5
5016;2012;WELLINGTON DIAS;5;39;PI;PT;05/03/1962;57;M;421996,11;47;7
5016;2014;WELLINGTON DIAS;5;62;PI;PT;05/03/1962;57;M;371695,72;25;6
5016;2013;WELLINGTON DIAS;5;118;PI;PT;05/03/1962;57;M;465101,72;97;11
5016;2011;WELLINGTON DIAS;5;56;PI;PT;05/03/1962;57;M;326862,12;46;9
3811;2011;WILSON SANTIAGO;6;88;PB;MDB;10/06/1957;61;M;282758,27;18;4
5144;2017;ZEZÉ PERRELLA;5;275;MG;PDT;22/02/1957;62;M;331094,1;10;3
5144;2012;ZEZÉ PERRELLA;4;27;MG;PDT;22/02/1957;62;M;335361,85;27;3
5144;2014;ZEZÉ PERRELLA;6;24;MG;PDT;22/02/1957;62;M;254646,81;27;5
5144;2013;ZEZÉ PERRELLA;5;23;MG;PDT;22/02/1957;62;M;222520,97;43;5
5144;2011;ZEZÉ PERRELLA;4;32;MG;PDT;22/02/1957;62;M;161942,97;10;4
5144;2015;ZEZÉ PERRELLA;4;49;MG;PDT;22/02/1957;62;M;341787,74;73;4
5144;2016;ZEZÉ PERRELLA;5;115;MG;PDT;22/02/1957;62;M;322433,8;24;3
5140;2017;;;;;;;;;;57;8
5529;2017;;;;;;;;;;71;7
5529;2015;;;;;;;;;;210;9
5529;2016;;;;;;;;;;75;7
4897;2014;;;;;;;;;;28;5
5150;2012;;;;;;;;;;3;2
5150;2014;;;;;;;;;;31;6
5150;2013;;;;;;;;;;46;6
4983;2012;;;;;;;;;;9;4
5108;2017;;;;;;;;;;53;7
5108;2012;;;;;;;;;;25;3
5108;2014;;;;;;;;;;23;5
5108;2016;;;;;;;;;;44;5
3398;2017;;;;;;;;;;96;13
3398;2012;;;;;;;;;;66;7
3398;2014;;;;;;;;;;80;11
3398;2013;;;;;;;;;;100;16
3398;2011;;;;;;;;;;66;8
3398;2015;;;;;;;;;;229;11
3398;2016;;;;;;;;;;123;11
5132;2017;;;;;;;;;;40;9
5132;2015;;;;;;;;;;61;8
5132;2016;;;;;;;;;;41;6
3830;2017;;;;;;;;;;54;7
3830;2012;;;;;;;;;;1;1
3830;2015;;;;;;;;;;199;8
3830;2016;;;;;;;;;;46;8
5199;2016;;;;;;;;;;21;4
5637;2015;;;;;;;;;;171;9
5637;2016;;;;;;;;;;26;6
5178;2014;;;;;;;;;;13;3
5178;2015;;;;;;;;;;93;10
5178;2016;;;;;;;;;;22;3
5537;2017;;;;;;;;;;54;7
5537;2015;;;;;;;;;;146;12
5537;2016;;;;;;;;;;77;8
16;2017;;;;;;;;;;27;6
16;2015;;;;;;;;;;65;6
16;2016;;;;;;;;;;27;4
4767;2017;;;;;;;;;;58;7
4767;2012;;;;;;;;;;45;4
4767;2014;;;;;;;;;;5;3
4767;2013;;;;;;;;;;62;7
4767;2016;;;;;;;;;;6;3
4969;2017;;;;;;;;;;9;2
5531;2017;;;;;;;;;;82;11
5531;2015;;;;;;;;;;156;7
5531;2016;;;;;;;;;;83;6
612;2017;;;;;;;;;;8;3
612;2012;;;;;;;;;;40;5
612;2014;;;;;;;;;;16;5
612;2013;;;;;;;;;;51;6
612;2011;;;;;;;;;;55;8
612;2015;;;;;;;;;;62;5
612;2016;;;;;;;;;;26;5
5540;2017;;;;;;;;;;80;10
5540;2015;;;;;;;;;;181;12
5540;2016;;;;;;;;;;77;10
2632;2015;;;;;;;;;;28;2
4873;2014;;;;;;;;;;23;6
3713;2017;;;;;;;;;;111;10
3713;2012;;;;;;;;;;1;1
3713;2014;;;;;;;;;;1;1
3713;2015;;;;;;;;;;119;8
3713;2016;;;;;;;;;;96;10
87;2017;;;;;;;;;;64;7
87;2015;;;;;;;;;;171;4
87;2016;;;;;;;;;;82;6
5615;2016;;;;;;;;;;2;1
4558;2017;;;;;;;;;;23;4
4558;2015;;;;;;;;;;80;5
4558;2016;;;;;;;;;;28;5
5100;2017;;;;;;;;;;104;12
5100;2015;;;;;;;;;;216;12
5100;2016;;;;;;;;;;127;11
1754;2011;;;;;;;;;;16;4
35;2017;;;;;;;;;;25;3
35;2012;;;;;;;;;;10;2
35;2014;;;;;;;;;;14;2
35;2013;;;;;;;;;;26;3
35;2015;;;;;;;;;;53;3
35;2016;;;;;;;;;;9;2
878;2017;;;;;;;;;;5;2
878;2016;;;;;;;;;;30;4
3361;2017;;;;;;;;;;43;3
3361;2015;;;;;;;;;;41;3
3361;2016;;;;;;;;;;35;4
5112;2017;;;;;;;;;;110;10
5112;2015;;;;;;;;;;223;11
5112;2016;;;;;;;;;;129;10
90;2017;;;;;;;;;;25;5
90;2015;;;;;;;;;;99;6
90;2016;;;;;;;;;;15;4
5166;2012;;;;;;;;;;12;5
5166;2013;;;;;;;;;;13;4
5158;2014;;;;;;;;;;27;5
5533;2017;;;;;;;;;;89;9
5533;2015;;;;;;;;;;190;11
5533;2016;;;;;;;;;;127;9
4788;2012;;;;;;;;;;12;1
5281;2014;;;;;;;;;;3;1
5281;2013;;;;;;;;;;1;1
5281;2015;;;;;;;;;;1;1
64;2014;;;;;;;;;;20;5
5525;2017;;;;;;;;;;33;5
5525;2015;;;;;;;;;;116;6
5525;2016;;;;;;;;;;27;3
1210;2013;;;;;;;;;;30;9
5523;2017;;;;;;;;;;52;7
5523;2015;;;;;;;;;;167;6
5523;2016;;;;;;;;;;45;7
5617;2016;;;;;;;;;;20;4
374;2017;;;;;;;;;;97;8
374;2012;;;;;;;;;;2;2
374;2015;;;;;;;;;;91;7
374;2016;;;;;;;;;;57;8
5116;2017;;;;;;;;;;67;11
5116;2016;;;;;;;;;;28;5
4606;2016;;;;;;;;;;5;2
2207;2017;;;;;;;;;;39;6
2207;2015;;;;;;;;;;115;6
2207;2016;;;;;;;;;;52;5
5182;2017;;;;;;;;;;119;12
5182;2015;;;;;;;;;;167;10
5182;2016;;;;;;;;;;77;9
5236;2017;;;;;;;;;;52;5
5236;2015;;;;;;;;;;175;7
5236;2016;;;;;;;;;;56;5
5635;2015;;;;;;;;;;6;3
5635;2016;;;;;;;;;;29;4
5052;2017;;;;;;;;;;40;8
